"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"avg_speed",0.598287960276901,0.0836627999426014,0.341047324599067,0.286402177352868,0.0192727223981453,-0.66048342290261,0.0101379449121477
"sd_speed",-0.11455007826333,-0.925689443085953,0.23214532047995,-0.142192542637419,0.176039276814011,-0.157707228328958,-0.00240180728824975
"ace_pct",0.609682159710838,-0.200967091878965,0.152932743545883,0.243049455370632,-0.0290076724807347,0.71034868055497,0.00131805867554423
"location_entropy",-0.469151075004169,0.143236834475162,0.763073503460012,0.374254087924874,-0.125570639867998,0.145734148285647,-0.00517266733422981
"modal_location_WBW_DNCTL",-0.0627932400696635,0.135514860626559,-0.02920509282588,0.216421224762523,0.938793159919508,0.0632000817464461,-0.211364141073706
"modal_location_WC_DNCTL",0.141948950028946,0.14439835518891,0.331142037179685,-0.590784021062086,-0.0269609730337495,0.0500740865451822,-0.70504219310929
"modal_location_WW_DCTL",-0.114115002070568,-0.189683593556039,-0.337072233501058,0.550229050006818,-0.264518077552317,-0.0809612486614981,-0.676833558145947
