"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL"
"1",28,0.528301886792453,0,0,0
"1",12,0,0.226415094339623,0,0
"1",13,0,0,0.245283018867925,0
"2",23,0.48936170212766,0,0,0
"2",20,0,0.425531914893617,0,0
"2",4,0,0,0.0851063829787234,0
"3",5,0.333333333333333,0,0,0
"3",6,0,0.4,0,0
"3",1,0,0,0.0666666666666667,0
"3",3,0,0,0,0.2
"4",3,0.166666666666667,0,0,0
"4",13,0,0.722222222222222,0,0
"4",2,0,0,0.111111111111111,0
