"cluster","avg_speed","sd_speed","ace_pct","location_entropy"
"1",103.173964172075,13.3749327333699,0.0496352037048685,2.76392022590095
"2",103.312762039373,13.6272537570374,0.0531306412059717,2.91401998944252
"3",102.921088750737,13.3046863865825,0.0353732868960283,2.94523377221971
"4",109.480679176924,13.6729762355248,0.104503159202197,2.84103132882563
