"cluster","avg_speed","sd_speed","ace_pct","location_entropy"
"1",109.681167530778,10.4614427066412,0.0483429663258475,2.88417988115617
"2",114.977898471083,11.5764001202263,0.12185738583699,2.75150556195108
"3",104.530608037509,12.0199623087399,0.0283850698318835,2.88378347020113
"4",109.784142887326,12.9768159650074,0.0727009753857991,2.84521334608431
