"ServerName","avg_speed","sd_speed","ace_pct","location_entropy","modal_location","n_serves","cluster"
"adrian mannarino",86.7327586206897,6.40157284833452,0,2.3072725620946,"WBC_DNCTL",116,"1"
"alejandro davidovich fokina",97.5142857142857,7.97847378613504,0,2.43040544081593,"WB_DNCTL",105,"1"
"alejandro tabilo",93.9230769230769,7.11360424711801,0.0153846153846154,2.80088901050503,"WBC_DNCTL",65,"2"
"alex de minaur",96.5459770114943,5.68943212874508,0,2.42662796734155,"WBC_DNCTL",348,"1"
"alexander bublik",104.288990825688,12.5059973774764,0.0412844036697248,2.7237459772479,"WBC_DNCTL",218,"3"
"alexander zverev",104.617924528302,8.78766150486777,0.0283018867924528,2.73157030910946,"WBC_DNCTL",212,"2"
"alexandre muller",89.876404494382,8.43938308915019,0,2.48535629317129,"WBC_DNCTL",89,"1"
"andrey rublev",93.2640449438202,6.34216379641125,0.00280898876404494,2.66737970685055,"WBC_DNCTL",356,"1"
"andy murray",93.1516853932584,8.53404762670175,0.00561797752808989,2.59972261135981,"WBC_DNCTL",178,"1"
"ben shelton",103.818181818182,9.18335188057842,0,2.56769954241963,"WBW_DNCTL",99,"2"
"botic van de zandschulp",100.775362318841,5.58676501192092,0.0144927536231884,2.75744040629035,"WBC_DNCTL",138,"2"
"brandon nakashima",99.1111111111111,5.45266499572049,0,2.78393249541035,"WW_DCTL",126,"4"
"cameron norrie",91.6042654028436,6.36627700864262,0.0023696682464455,2.7635724935212,"WBC_DNCTL",422,"1"
"carlos alcaraz",100.384201077199,7.94764579520967,0.00718132854578097,2.85276655817973,"WBW_DNCTL",557,"2"
"casper ruud",97.9,7.38542739556256,0.0166666666666667,2.73301690353645,"WBC_DNCTL",120,"2"
"christopher eubanks",104.40625,8.72453060115708,0.0104166666666667,2.67812623725571,"WBC_DNCTL",96,"2"
"cristian garin",95.8409090909091,7.34829269711503,0.00454545454545455,2.66699951972573,"WB_DNCTL",220,"2"
"daniel evans",97.8725490196078,5.69620315792059,0,2.77588894998914,"WBC_DNCTL",204,"2"
"daniil medvedev",95.7964376590331,9.46741390522586,0.0127226463104326,2.69562446930972,"WBW_DNCTL",393,"2"
"david goffin",91.3861788617886,4.97598847041206,0.0040650406504065,2.78673286833152,"WBW_DNCTL",246,"2"
"denis shapovalov",99.7428571428571,6.91950336675864,0.0126984126984127,2.94871698969873,"WC_DNCTL",315,"2"
"diego schwartzman",87.3766233766234,6.00226310487166,0,2.7561126695405,"WBC_DNCTL",154,"1"
"dominic thiem",99.0655737704918,4.97282231219193,0.0163934426229508,2.76384588194323,"WBW_DNCTL",61,"2"
"dusan lajovic",92.4210526315789,5.80931323830553,0,2.36036542378471,"WC_DNCTL",57,"1"
"emil ruusuvuori",97.1408450704225,5.91437902705381,0,2.84443405223565,"WBC_DNCTL",71,"2"
"fabio fognini",93.7264957264957,4.88245262636397,0,2.53761584206674,"WBC_DNCTL",117,"1"
"frances tiafoe",95.4084880636605,10.0248484943977,0.0026525198938992,2.8321270642987,"WBW_DNCTL",377,"2"
"gael monfils",97.2924528301887,7.5617672173993,0.00943396226415094,2.61241382759412,"WBW_DNCTL",106,"2"
"grigor dimitrov",98.531746031746,7.27127898890191,0,2.69167670806026,"WB_DNCTL",252,"2"
"holger rune",101.75572519084,9.08629687229036,0.00763358778625954,2.73862145252245,"WBC_DNCTL",262,"2"
"hubert hurkacz",96.1060606060606,6.75678234192021,0,2.55709140573106,"WBC_DNCTL",264,"1"
"ilya ivashka",95.6666666666667,6.56173835629022,0,2.66255958087631,"WBC_DNCTL",66,"1"
"jack draper",91.7746478873239,5.14142054605421,0,2.56558552884262,"WBC_DNCTL",71,"1"
"jack sock",100.617283950617,8.75295364610508,0,2.48484126552667,"WBW_DNCTL",81,"2"
"james duckworth",96.6041666666667,6.46693445604185,0.00694444444444444,2.74817361401818,"WBW_DNCTL",144,"2"
"jannik sinner",99.144804088586,7.43259719838431,0.00681431005110733,2.67298952813173,"WB_DNCTL",587,"2"
"jason kubler",97.0471698113208,5.11651308993351,0.00943396226415094,2.64919166675992,"WBC_DNCTL",106,"1"
"jaume munar",96.4805194805195,7.58566929637442,0.012987012987013,2.49191862154352,"WBC_DNCTL",77,"1"
"jiri lehecka",100.222222222222,6.6951474965082,0,2.48816413773493,"WBC_DNCTL",81,"1"
"john isner",108.45045045045,11.622657135361,0.045045045045045,2.94093331892291,"WC_DNCTL",111,"3"
"jordan thompson",93.4161849710983,8.06803723936741,0,2.58714986691165,"WBC_DNCTL",173,"1"
"juncheng shang",96.7407407407407,6.99915139110931,0,2.75831236880778,"WB_DNCTL",54,"2"
"karen khachanov",100.359375,5.62717586962737,0,2.39775437390469,"WB_DNCTL",128,"1"
"liam broady",82.7974683544304,6.37177217798065,0,2.38656129289596,"WBC_DNCTL",79,"1"
"lorenzo musetti",94.4015748031496,7.95050147417059,0,2.62995930001728,"WC_DNCTL",127,"1"
"lorenzo sonego",96.5411764705882,6.75692403457103,0,2.42687121747393,"WBC_DNCTL",85,"1"
"marin cilic",96.4861111111111,6.88741055115466,0.0277777777777778,2.39572982509929,"WB_DNCTL",72,"1"
"marton fucsovics",96.4344262295082,7.25943428162179,0.00409836065573771,2.84144575938596,"WBW_DNCTL",244,"2"
"matteo berrettini",104.930337078652,7.31942381449607,0.00674157303370787,2.6271753324233,"WB_DNCTL",445,"2"
"mattia bellucci",101.083333333333,7.18353028424275,0.0166666666666667,2.7252428865659,"WBC_DNCTL",60,"2"
"maxime cressy",113.793650793651,11.2925306889093,0.0476190476190476,2.77068701595342,"WBW_DNCTL",63,"3"
"mikael ymer",96.9583333333333,4.8469559989895,0,2.87347159686637,"WBC_DNCTL",96,"2"
"miomir kecmanovic",98.4210526315789,6.42802838140751,0,2.29866878199015,"WB_DNCTL",57,"1"
"nick kyrgios",105.103703703704,10.4032673355459,0.037037037037037,2.52573375581471,"WC_DNCTL",135,"3"
"novak djokovic",94.9700272479564,9.40735979328384,0.00272479564032698,2.75782064418003,"WC_DNCTL",734,"1"
"pedro martinez",90.8648648648649,5.86917726451589,0,2.62153928896789,"WBW_DNCTL",74,"2"
"philipp kohlschreiber",94.2745098039216,6.75004720390176,0,2.70211106427643,"WBC_DNCTL",51,"1"
"quentin halys",104.235294117647,7.0269824940821,0.0326797385620915,2.92934427546627,"WC_DNCTL",153,"2"
"rafael nadal",97.5,5.92669794261476,0,2.44983623344756,"WBC_DNCTL",168,"1"
"richard gasquet",96.1780821917808,6.12450103580652,0,2.42827903760488,"WC_DNCTL",73,"1"
"roberto bautista agut",93.3095238095238,5.86714824863226,0,2.64714267810783,"WBC_DNCTL",126,"1"
"roberto carballes baena",98.0641025641026,7.02193177177946,0.0128205128205128,2.68399368782911,"WBW_DNCTL",78,"2"
"roger federer",95.268115942029,5.79773408427868,0,2.60597518447984,"WBW_DNCTL",138,"2"
