"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.360916886460121,0.00517496304042868,69.7428916188401,2.88839107612789e-92
"cluster1",-0.0412542778954885,0.0354266852114136,-1.16449726101378,0.246764945333469
"cluster2",-0.0522014025388462,0.0218324091180728,-2.39100514544838,0.0185162429644048
"cluster3",-0.0520036673517126,0.0277719700409931,-1.87252352911775,0.0638140508534792
"cluster4",NA,NA,NA,NA
"avg_speed",0.0156859545315234,0.0197106998559567,0.795809111099774,0.427872697056363
"sd_speed",-0.00583650592141578,0.0143451444062282,-0.406862821044991,0.684906565568531
"location_entropy",-0.00472429582191681,0.0184506652335594,-0.256050161992205,0.798394709442027
"modal_locationWB_DNCTL",-0.0110364580942958,0.0192253217359849,-0.574058434280368,0.567110990809851
"modal_locationWBC_DNCTL",-7.62013938257379e-05,0.0232593623015472,-0.00327616006139037,0.99739199562955
"modal_locationWBW_DNCTL",0.0150871361622371,0.0304261429422262,0.495860950593866,0.620990857846354
"modal_locationWC_DNCTL",-0.0380638200341837,0.0201591607775789,-1.88816491193018,0.0616626507174659
"modal_locationWW_DCTL",NA,NA,NA,NA
"cluster2.avg_speed",-0.00369899633863163,0.010020714938128,-0.369134973050402,0.712743210976128
"cluster3.avg_speed",0.00346379052458472,0.0138812121152174,0.249530840378665,0.803419825513711
"cluster4.avg_speed",0.0048252251233892,0.00959379528556229,0.502952687624124,0.616012301578284
"cluster2.sd_speed",-0.0115941474300666,0.0106432798641214,-1.08933971276566,0.278406642056847
"cluster3.sd_speed",0.000629574407279492,0.00991827141694897,0.0634762229034825,0.949503552530347
"cluster4.sd_speed",0.000368771299272772,0.00920301991405875,0.0400706836143458,0.968110077466807
"cluster2.location_entropy",-0.0301486990624674,0.0211974863304387,-1.42227708476807,0.157801196337192
"cluster3.location_entropy",0.0020637191800567,0.0101975975197224,0.202373076213826,0.840002322343137
"cluster4.location_entropy",0.00264767845386696,0.00788492691167776,0.335789853669498,0.737674827275674
"cluster2.modal_locationWB_DNCTL",-0.0337496192882381,0.0133422580995618,-2.52952828796997,0.0128515522003782
"cluster3.modal_locationWB_DNCTL",-0.00676808091104334,0.0140536516895518,-0.481588775682768,0.631063576937
"cluster4.modal_locationWB_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWBC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWBC_DNCTL",-0.00268055641407599,0.0199141550291488,-0.134605581314015,0.893171967733574
"cluster4.modal_locationWBC_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWBW_DNCTL",-0.00890530666339816,0.0123159337304778,-0.723071986118316,0.471184396021838
"cluster3.modal_locationWBW_DNCTL",-0.0132898789653725,0.0232895143875127,-0.570637873518661,0.56941966470502
"cluster4.modal_locationWBW_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster3.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster4.modal_locationWC_DNCTL",NA,NA,NA,NA
"cluster2.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster3.modal_locationWW_DCTL",NA,NA,NA,NA
"cluster4.modal_locationWW_DCTL",NA,NA,NA,NA
