"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","rf_weighted_baseline"
"ajla tomljanovic",0.595744680851064,0.518809993412436,-0.0399883565996119,0.474388079067146,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,0.0286817455955828,0.0193544188615621,0.0248897785836077,0.567062935255481,0.576390261989502,0.570854902267456,0.097160531399912
"aleksandra krunic",0.567567567567568,-0.141413877792433,-0.165381350500025,-1.93619899610347,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,0.00951380232796661,0.0111586639805122,0.0355425879761979,0.558053765239601,0.556408903587055,0.53202497959137,-0.303217559704512
"aliaksandra sasnovich",0.47008547008547,-1.30415575593136,2.03611858800683,-0.398905966735002,-0.189001118678463,-0.225255554609427,-0.521949394202313,-1.14603492850247,2.55602430229412,-0.0586549112341958,-0.0260071472075447,-0.0186778324791509,0.528740381319666,0.496092617293015,0.488763302564621,-0.496351939680346
"alison riske",0.53125,0.0458858101995879,-0.898532997646896,-2.18788238665642,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,-0.0202552705522135,-0.0430728452352767,-0.0154170989990234,0.551505270552214,0.574322845235277,0.546667098999023,-0.32514331795612
"alison van uytvanck",0.51063829787234,0.828737293753572,-0.0292850782530485,-0.0325387464266763,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,-0.0594300732440227,-0.0565216641138594,-0.0516216742231491,0.570068371116363,0.5671599619862,0.56225997209549,0.141357424759447
"alizé cornet",0.619909502262443,-0.485875265507539,-0.597489001724065,0.823868261404778,-0.189001118678463,-0.225255554609427,-0.521949394202313,-1.14603492850247,2.55602430229412,0.0876705997020766,0.105925150363454,0.150049574369759,0.532238902560367,0.513984351898989,0.469859927892685,-0.352271991425496
"alycia parks",0.5,1.40862728157134,2.08199804462997,-1.37244658521472,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,-0.0767317004656805,-0.0637399450051864,-0.0266118049621582,0.57673170046568,0.563739945005186,0.526611804962158,0.341290522234922
"amanda anisimova",0.56043956043956,-0.0685471767184203,-0.134964273302662,0.423079090888601,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,0.00310754367589572,-0.0150657549560135,-0.0325923824048304,0.557332016763665,0.575505315395574,0.593031942844391,-0.0786250031173072
"ana bogdan",0.561797752808989,-0.00406348555547772,0.853846238670276,-1.38871810333594,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,0.0152728350169286,-0.0167690764002391,-0.0128333421235673,0.54652491779206,0.578566829209228,0.574631094932556,-0.14439576209778
"anastasia pavlyuchenkova",0.593137254901961,0.425358243988311,-0.935779020196068,-0.350399263234664,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,0.0277741100576822,0.0331946945298753,0.00924604196174472,0.565363144844279,0.559942560372085,0.583891212940216,-0.0642063983939043
"anastasia potapova",0.554973821989529,0.0462046431137541,-0.738820465119853,0.41656458655904,-0.189001118678463,-0.225255554609427,-0.521949394202313,-1.14603492850247,2.55602430229412,0.00649047996182106,-0.0193237709379448,-0.0284173675856665,0.548483342027708,0.574297592927474,0.583391189575195,-0.248270104325928
"andrea petkovic",0.530120481927711,-0.343708804107826,-0.900544232810419,1.14843270089721,-0.189001118678463,-0.225255554609427,1.90258972725359,-1.14603492850247,-0.388515693948706,-0.0161511173909711,-0.0126875202707184,-0.0420438747808157,0.546271599318682,0.542808002198429,0.572164356708527,0.117139781880771
"anett kontaveit",0.603448275862069,0.576320433528788,-1.14292479518756,-0.809247161947893,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,0.0360525147510874,0.0271035256449769,0.0130711835006188,0.567395761110982,0.576344750217092,0.59037709236145,-0.0761306768795829
"angelique kerber",0.591836734693878,-1.35922125339566,-0.374956391986709,-0.237098255056024,-0.189001118678463,-0.225255554609427,1.90258972725359,-1.14603492850247,-0.388515693948706,0.078047144564395,0.0791958962960018,0.0942234238799737,0.513789590129483,0.512640838397876,0.497613310813904,-0.248086174557186
"anhelina kalinina",0.5,-0.209881953543471,-1.17662774578703,0.998969653282204,-0.189001118678463,-0.225255554609427,1.90258972725359,-1.14603492850247,-0.388515693948706,-0.038606828812619,-0.0310825280351645,-0.0490876436233521,0.538606828812619,0.531082528035165,0.549087643623352,0.12193325341019
"anna blinkova",0.491525423728814,-0.160338561050868,2.4128061207069,0.809493029310586,-0.189001118678463,-0.225255554609427,-0.521949394202313,0.866514214233578,-0.388515693948706,-0.0568437261639237,-0.0530643741040284,-0.0403730748063427,0.548369149892737,0.544589797832842,0.531898498535156,0.112399770480638
