predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_second,serve_efficiency,66,1.292319903202747,0.15210778210676015,0.22275762863537166,second
avg_speed_second,serve_efficiency,66,1.1802204122083009,0.292825118369641,0.01703150695325851,second
welo,serve_efficiency,66,1.340910022214462,0.08714908164182693,0.48655378425065476,second
SQS_second,win_pct,66,1.17054357641527,0.30437408120811243,0.012963740194744654,second
avg_speed_second,win_pct,66,1.4637173743062386,-0.08771480324486665,0.48371832085613065,second
welo,win_pct,66,1.1549217683641257,0.32281751377902235,0.008201532525725308,second
