predictor,outcome,n,rmse,cor,p_value,serve_type
SQS_first,serve_efficiency,104,1.0006315585287204,0.49450773953370847,9.531783865811137e-8,first
avg_speed_first,serve_efficiency,104,1.036111750434714,0.4580249214735715,1.0141746019126226e-6,first
welo,serve_efficiency,104,1.3063755103455132,0.13840696456712606,0.16116210708916948,first
SQS_first,win_pct,104,1.1967118251543507,0.2769883688529964,0.004420053819054135,first
avg_speed_first,win_pct,104,1.238624861631822,0.2254566942880832,0.02138376175558974,first
welo,win_pct,104,1.17161305310972,0.3069979455991442,0.0015251677900831155,first
