"cluster","first_avg_speed","first_max_speed","first_win_rate","first_ace_pct","first_location_entropy","pct_in_first","second_avg_speed","second_max_speed","second_win_rate","second_ace_pct","second_location_entropy"
"1",122.066204782408,136.285714285714,0.640058649890278,0.203994705219759,2.55859642248745,0.6576284001785,106.906407589874,127.571428571429,0.475231674206772,0.0400506079285132,2.76133294092519
"2",118.816914736976,135.95,0.635396875222154,0.122180009598409,2.66709548853365,0.655406850672712,98.9615592417543,124.6,0.493579880154275,0.00705757015597463,2.67836087310343
"3",110.668139556758,128.769230769231,0.545927819140151,0.0419719749960375,2.68664907280727,0.640647952937346,92.0128448980654,108.923076923077,0.46652677844276,0.000864304235090752,2.4926900281403
"4",116.040276262759,133.294117647059,0.589418108489439,0.0842707518297613,2.78345785946508,0.638249757946099,96.3792959723768,114.823529411765,0.492952633500697,0.00509975844998413,2.63647984772985
