"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"avg_speed",0.574752129526269,0.365669627427758,-0.206698645338954,0.359474843833043,-0.0805617513322497,0.597341344032026,0.0263124073472318
"sd_speed",0.119050732168144,-0.839571958860838,-0.422349597279784,-0.0306287086565143,-0.204536340028945,0.244421859568312,-0.00716862059090276
"ace_pct",0.65398399677578,-0.0470197062585972,-0.17805329867289,0.114260463035342,0.0616134772697281,-0.722114577969026,-0.00948495158297263
"location_entropy",-0.461008422281329,0.240833464903093,-0.738416163704222,0.383242524687894,-0.0183096839997315,-0.191861760834302,-0.0138214840386469
"modal_location_WBW_DNCTL",-0.0440730225688644,0.0689060613844021,0.201700433092248,0.167997545269046,-0.909511779557047,-0.141507047226854,-0.277790140019799
"modal_location_WC_DNCTL",0.0969835745288521,0.207852390833052,-0.30839431258153,-0.5976643281847,0.0353125772083184,0.0679720985533626,-0.699438835344912
"modal_location_WW_DCTL",-0.062568636515063,-0.230743097853479,0.257186630605974,0.569634627032231,0.34508632174905,0.0231608223676651,-0.657718195042519
