"match_id","slam","year","player1","player2","Speed_MPH","ServeNumber","PointServer","PointWinner","ServeWidth","ServeDepth","RallyCount","GameNo","P1DistanceRun","P2DistanceRun","serving_player_won","speed_ratio","player1_name","player2_name","player1_rank","player1_pts","player2_rank","player2_pts"
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",123,1,1,1,"C","NCTL",1,3,3.844,5.901,1,1.02746309646413,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",117,1,2,2,"C","NCTL",3,4,12.248,15.261,0,1.02909336941813,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",110,1,2,2,"C","NCTL",5,4,46.282,24.434,0,0.967523680649526,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",120,1,2,1,"BC","NCTL",2,4,7.968,5.033,1,1.05548037889039,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",106,2,2,1,"C","NCTL",4,4,17.606,20.751,0,0.93234100135318,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",115,1,2,1,"B","NCTL",4,4,14.734,11.76,1,1.01150202976996,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",111,1,2,2,"C","NCTL",1,4,6.799,5.346,0,0.976319350473613,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",107,1,2,2,"C","CTL",3,4,12.284,11.11,0,0.941136671177267,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",99,2,2,2,"BC","CTL",13,4,46.478,41.512,1,0.870771312584574,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",121,1,1,1,"BC","CTL",1,5,4.124,4.558,1,1.01075637944845,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",104,2,1,1,"B","NCTL",1,5,3.549,4.329,0,0.868749284815196,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",120,1,1,1,"C","NCTL",5,5,15.477,14.385,1,1.00240302094061,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",101,2,1,2,"B","NCTL",2,5,3.779,4.291,1,0.843689209291681,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",101,2,1,1,"BC","NCTL",1,5,2.06,2.116,0,0.843689209291681,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",109,1,2,1,"W","NCTL",2,6,7.319,4.734,1,0.95872801082544,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",89,2,2,2,"B","NCTL",3,6,30.787,21.372,1,0.782814614343708,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",97,2,2,1,"BC","NCTL",4,6,12.183,13.235,0,0.853179972936401,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",120,1,2,1,"C","NCTL",6,6,27.966,19.731,1,1.05548037889039,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",122,1,1,1,"C","NCTL",1,7,10.531,6.393,1,1.01910973795629,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",125,1,1,1,"B","NCTL",1,7,4.724,6.268,1,1.0441698134798,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",113,2,1,1,"B","NCTL",7,7,24.217,28.118,0,0.943929511385742,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",96,2,1,2,"W","CTL",2,7,8.835,9.955,1,0.801922416752489,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",108,2,1,1,"B","NCTL",5,7,18.41,19.475,0,0.90216271884655,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",92,2,2,2,"BC","NCTL",5,8,19.455,17.717,1,0.809201623815967,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",108,1,2,2,"W","NCTL",3,8,17.011,15.059,0,0.949932341001353,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",109,1,2,2,"W","CTL",1,8,0.883,0.726,0,0.95872801082544,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",123,1,2,2,"W","CTL",3,8,13.796,11.917,0,1.08186738836265,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",108,2,1,1,"BC","NCTL",3,9,7.443,8.617,0,0.90216271884655,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",123,1,1,2,"BC","NCTL",4,9,12.514,13.087,0,1.02746309646413,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",119,1,1,1,"W","CTL",1,9,0.521,0.983,1,0.994049662432773,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",118,1,1,1,"C","CTL",3,9,21.23,8.63,1,0.985696303924934,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",106,2,1,1,"BC","NCTL",3,9,10.793,11.122,0,0.885456001830873,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",111,1,2,1,"B","NCTL",6,1,29.098,28.455,1,0.976319350473613,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",100,2,2,2,"B","NCTL",1,1,5.191,5.077,1,0.87956698240866,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",125,1,2,2,"C","NCTL",1,1,4.288,3.526,0,1.09945872801083,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",124,1,2,2,"BW","NCTL",11,1,39.125,38.362,0,1.09066305818674,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",101,1,2,2,"W","CTL",5,1,20.236,19.605,0,0.888362652232747,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",127,1,1,1,"C","CTL",3,2,10.511,9.443,1,1.06087653049548,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",99,2,1,1,"BW","CTL",11,2,39.517,39.854,0,0.826982492276004,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",119,1,1,1,"C","NCTL",3,2,9.795,10.528,1,0.994049662432773,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",116,1,1,1,"C","NCTL",1,2,3.954,6.575,1,0.968989586909257,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",86,2,2,1,"BC","NCTL",4,3,12.408,11.824,0,0.756427604871448,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",104,2,2,1,"BC","NCTL",4,3,15.419,18.767,0,0.914749661705007,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",120,1,2,2,"C","NCTL",1,3,11.158,10.963,0,1.05548037889039,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",110,1,2,2,"BC","NCTL",13,3,47.44,42.849,0,0.967523680649526,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",115,1,2,1,"BC","NCTL",4,3,16.814,18.355,1,1.01150202976996,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",103,1,2,1,"C","NCTL",8,3,29.256,29.838,1,0.90595399188092,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",110,2,1,2,"BW","NCTL",2,4,7.549,7.401,1,0.918869435862227,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",93,2,1,2,"W","CTL",6,4,21.016,23.342,1,0.776862341228974,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",105,2,1,2,"BW","NCTL",4,4,15.269,15.505,1,0.877102643323035,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",117,1,1,1,"W","CTL",1,4,1.311,1.904,1,0.977342945417096,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",116,1,1,1,"W","CTL",1,4,3.309,5.32,1,0.968989586909257,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",98,2,1,1,"B","NCTL",9,4,37.855,38.249,0,0.818629133768166,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",115,1,1,1,"W","CTL",1,4,0.738,0.993,1,0.960636228401419,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",124,1,1,2,"C","NCTL",2,4,6.217,9.187,0,1.03581645497196,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",119,1,1,1,"W","CTL",1,4,0.805,1.377,1,0.994049662432773,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",122,1,1,1,"C","NCTL",1,4,11.875,10.491,1,1.01910973795629,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",121,1,2,2,"C","NCTL",3,5,10.808,9.045,0,1.06427604871448,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",113,2,2,1,"B","NCTL",2,5,6.75,5.506,0,0.993910690121786,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",112,1,2,2,"W","NCTL",9,5,36.031,27.148,0,0.9851150202977,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",105,1,2,2,"W","CTL",1,5,6.051,4.172,0,0.923545331529093,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",84,1,2,1,"W","CTL",2,5,9.95,8.954,1,0.738836265223275,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",112,1,2,2,"W","CTL",3,5,11.192,8.855,0,0.9851150202977,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",101,2,2,1,"BC","NCTL",2,5,4.474,5.954,0,0.888362652232747,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",126,1,2,2,"C","NCTL",1,5,6.083,5.163,0,1.10825439783491,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",119,1,2,2,"W","CTL",3,5,10.591,8.199,0,1.04668470906631,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",124,1,1,1,"","",3,6,0,0,1,1.03581645497196,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",102,2,1,2,"BC","NCTL",2,6,3.675,4.507,1,0.852042567799519,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",112,1,1,1,"W","CTL",1,6,0.654,1.037,1,0.935576152877904,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",88,2,1,2,"B","NCTL",6,6,32.971,24.39,1,0.735095548689781,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",122,1,1,2,"B","NCTL",6,6,17.763,23.545,0,1.01910973795629,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",93,2,1,1,"W","CTL",5,6,11.321,15.613,0,0.776862341228974,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",107,2,1,1,"C","NCTL",1,6,14.23,12.15,0,0.893809360338712,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",91,2,1,2,"W","CTL",2,6,10.011,18.058,1,0.760155624213297,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",115,1,1,2,"W","CTL",2,6,7.701,12.577,0,0.960636228401419,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",121,1,1,1,"W","CTL",1,6,0.808,0.824,1,1.01075637944845,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",124,1,1,1,"B","NCTL",3,6,10.433,12.308,1,1.03581645497196,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",123,1,1,1,"C","NCTL",1,6,1.431,1.332,1,1.02746309646413,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",120,1,2,1,"C","NCTL",2,7,9.962,7.051,1,1.05548037889039,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",115,1,2,2,"BW","NCTL",7,7,23.014,21.113,0,1.01150202976996,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",119,1,2,2,"C","NCTL",1,7,5.417,4.395,0,1.04668470906631,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",110,2,2,1,"BC","NCTL",4,7,13.436,10.663,0,0.967523680649526,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",103,1,2,2,"W","NCTL",3,7,15.606,10.021,0,0.90595399188092,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",114,1,2,2,"C","NCTL",1,7,2.642,1.998,0,1.00270635994587,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",117,1,1,1,"W","CTL",1,8,3.689,4.835,1,0.977342945417096,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",96,2,1,2,"B","NCTL",2,8,7.959,12.122,1,0.801922416752489,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",116,1,1,1,"BW","NCTL",3,8,14.054,16.461,1,0.968989586909257,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",126,1,1,1,"B","NCTL",1,8,2.976,4.053,1,1.05252317198764,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",120,1,1,1,"B","NCTL",3,8,16.606,27.987,1,1.00240302094061,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",106,1,2,2,"W","CTL",15,9,54.007,46.492,0,0.93234100135318,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",123,1,2,2,"W","CTL",1,9,8.727,7.312,0,1.08186738836265,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",118,2,2,1,"BC","NCTL",4,9,9.888,11.316,0,1.03788903924222,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",119,1,2,2,"BW","NCTL",1,9,15.62,10.149,0,1.04668470906631,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",108,2,2,1,"W","CTL",2,9,7.528,5.513,0,0.949932341001353,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",107,1,2,2,"C","NCTL",1,9,0.713,0.82,0,0.941136671177267,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",126,1,1,1,"BC","NCTL",3,10,12.307,12.314,1,1.05252317198764,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",92,2,1,1,"B","NCTL",3,10,10.71,13.523,0,0.768508982721135,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",121,1,1,1,"BW","CTL",1,10,6.279,5.351,1,1.01075637944845,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",98,1,1,1,"BW","NCTL",5,10,15.599,17.678,1,0.818629133768166,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",109,1,2,2,"BC","NCTL",5,1,26.014,16.72,0,0.95872801082544,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",80,2,2,1,"BW","NCTL",6,1,22.377,20.507,0,0.703653585926928,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",106,1,2,2,"BW","NCTL",5,1,22.482,20.339,0,0.93234100135318,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",110,1,2,2,"C","NCTL",5,1,18.685,19.602,0,0.967523680649526,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",118,1,2,1,"C","NCTL",6,1,19.412,20.92,1,1.03788903924222,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",114,1,2,2,"BW","NCTL",3,1,18.442,15.656,0,1.00270635994587,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",100,2,1,2,"C","NCTL",2,2,8.591,8.427,1,0.835335850783843,"J. Sinner","Y. Hanfmann",1,11830,96,627
"2024-wimbledon-1101","wimbledon",2024,"Jannik Sinner","Yannick Hanfmann",102,2,1,1,"C","NCTL",11,2,36.466,34.178,0,0.852042567799519,"J. Sinner","Y. Hanfmann",1,11830,96,627
