"match_id","slam","year","ElapsedTime","PointNumber","player1","player2","Speed_MPH","ServeNumber","PointServer","PointWinner","ServeWidth","ServeDepth","RallyCount","GameNo","P1DistanceRun","P2DistanceRun","serving_player_won","speed_ratio","player1_name","player2_name","player1_avg_welo","player2_avg_welo","ElapsedSeconds"
"2023-wimbledon-2103","wimbledon",2023,"0:02:19",6,"Diane Parry","Harriet Dart",73,2,2,2,"BC","NCTL",1,1,0.981,1.387,1,0.812585188550659,"parry d.","dart h.",1518.94497447145,1500,139
"2023-wimbledon-2103","wimbledon",2023,"0:02:50",7,"Diane Parry","Harriet Dart",67,2,2,1,"B","NCTL",6,1,25.807,24.12,0,0.745797364834166,"parry d.","dart h.",1518.94497447145,1500,170
"2023-wimbledon-2103","wimbledon",2023,"0:03:37",8,"Diane Parry","Harriet Dart",94,1,2,1,"C","CTL",6,1,55.885,54.947,1,1.04634257155838,"parry d.","dart h.",1518.94497447145,1500,217
"2023-wimbledon-2103","wimbledon",2023,"0:04:44",9,"Diane Parry","Harriet Dart",99,1,1,1,"","",1,2,0,0,1,1.02883489461358,"parry d.","dart h.",1518.94497447145,1500,284
"2023-wimbledon-2103","wimbledon",2023,"0:05:03",10,"Diane Parry","Harriet Dart",102,1,1,1,"","",5,2,0,0,1,1.06001170960187,"parry d.","dart h.",1518.94497447145,1500,303
"2023-wimbledon-2103","wimbledon",2023,"0:05:25",11,"Diane Parry","Harriet Dart",97,1,1,2,"W","CTL",6,2,18.498,22.342,0,1.00805035128806,"parry d.","dart h.",1518.94497447145,1500,325
"2023-wimbledon-2103","wimbledon",2023,"0:05:56",12,"Diane Parry","Harriet Dart",78,2,1,2,"BW","CTL",2,2,9.34,11.575,1,0.81059718969555,"parry d.","dart h.",1518.94497447145,1500,356
"2023-wimbledon-2103","wimbledon",2023,"0:06:31",13,"Diane Parry","Harriet Dart",76,2,1,1,"BC","NCTL",3,2,11.545,10.139,0,0.789812646370023,"parry d.","dart h.",1518.94497447145,1500,391
"2023-wimbledon-2103","wimbledon",2023,"0:07:10",14,"Diane Parry","Harriet Dart",97,1,1,1,"C","NCTL",5,2,13.887,13.815,1,1.00805035128806,"parry d.","dart h.",1518.94497447145,1500,430
"2023-wimbledon-2103","wimbledon",2023,"0:07:45",15,"Diane Parry","Harriet Dart",78,2,2,2,"BW","NCTL",1,3,5.255,4.838,1,0.868241708314403,"parry d.","dart h.",1518.94497447145,1500,465
"2023-wimbledon-2103","wimbledon",2023,"0:08:15",16,"Diane Parry","Harriet Dart",100,1,2,2,"W","CTL",3,3,8.617,9.301,0,1.11313039527488,"parry d.","dart h.",1518.94497447145,1500,495
"2023-wimbledon-2103","wimbledon",2023,"0:09:09",18,"Diane Parry","Harriet Dart",95,1,2,2,"C","NCTL",3,3,12.738,11.452,0,1.05747387551113,"parry d.","dart h.",1518.94497447145,1500,549
