"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"kamil majchrzak",0.508196721311475,0.00902818555799055,0.157764415907856,-1.14159739053624,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,-0.27538095318857,-0.329585813908347,-0.397515599491795,0.580503499131967,0.584305210183599,0.577494382858276,-0.0965722345067061
"karen khachanov",0.614767255216693,0.593322726120244,-0.861978900595205,-0.0519415046414337,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,0.139149314482768,0.139987244627314,0.0843356685233128,0.593615500441358,0.586362565780426,0.565370857715607,0.145785772793285
"kei nishikori",0.521739130434783,-1.74271914399545,-0.48446175070124,0.795226918523837,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,-0.32907068704325,-0.412810750994786,-0.458348219387795,0.554375107631662,0.562064733768195,0.540977895259857,-0.471683872642571
"kevin anderson",0.6,1.95954299313905,0.315370187735599,-1.70844231859205,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,0.202493312094929,0.20209814709343,0.167120706427977,0.623360923760866,0.606104412224062,0.609903752803802,0.428484833894642
"laslo djere",0.572727272727273,-0.19304054645527,-0.270671511556403,0.434201244343953,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,-0.0446946870364385,-0.0427630914648258,-0.0698373704249569,0.583133248889189,0.585942611385258,0.580442309379578,-0.0484934703122414
"lloyd harris",0.635869565217391,1.02671508739166,-0.459092664098465,-1.42398559181641,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,0.278371475400337,0.437188793057379,0.472844251443671,0.611143129441411,0.618928668466072,0.646953403949738,0.178280602709132
"lorenzo musetti",0.53972602739726,0.116264160730922,-0.751035779323515,1.17788586248386,-0.0773823232534137,-0.175155308160464,0.476000272317373,-0.41833253335013,-0.122721587371772,-0.206998455102959,-0.165950198905689,0.592227020754259,0.582341182844126,0.599411725997925,0.0910730430533154
"lorenzo sonego",0.571428571428571,0.606787417756249,0.203744522358245,0.902181342950979,-0.0773823232534137,-0.175155308160464,-2.0882592591988,2.37612878942874,0.0258075654711431,-0.0678746370170769,-0.08454853618729,0.602716503420154,0.582864308724865,0.578057289123535,0.279149652087506
"luca nardi",0.617647058823529,-1.20043858613374,-1.86594024025269,-0.98309874469345,-0.0773823232534137,5.67503198439904,-2.0882592591988,-0.41833253335013,-0.257777869558328,-0.292274959732554,-0.1556431504877,0.487321317893977,0.516351313332541,0.492549210786819,-0.109975209691896
"luca van assche",0.633802816901408,0.369832692165705,-1.58927913252691,1.64858824526148,-0.0773823232534137,5.67503198439904,-2.0882592591988,-0.41833253335013,-0.0520568214727614,-0.134376857987757,0.0125659390696457,0.526645039179889,0.530317861043901,0.517978847026825,0.521310689414458
