"ServerName...1","serve_score_rf","serve_score_rf_weighted","ServerName...4","avg_speed","sd_speed","ace_pct","location_entropy","win_rate","n_serves"
"adrian mannarino",0.503000027619008,0.281364499993824,"adrian mannarino",101.153374233129,14.8282818433449,0.00920245398773006,2.88217608745446,0.506134969325153,326
"alejandro davidovich fokina",0.545591229077374,0.325099918999549,"alejandro davidovich fokina",107.778523489933,10.9801446989809,0.0268456375838926,3.00752775132194,0.567114093959732,298
"alejandro tabilo",0.562232568359686,0.487324295895605,"alejandro tabilo",108.28,12.5161844973562,0.08,2.93967738323086,0.57,200
"aleksandar kovacevic",0.527330594894676,0.518137532691993,"aleksandar kovacevic",110.925925925926,11.9820467552269,0.0987654320987654,2.72393740968865,0.493827160493827,81
"aleksandar vukic",0.488505742520981,0.263376949174144,"aleksandar vukic",110.525641025641,9.45766281632973,0.0128205128205128,2.86554316745644,0.461538461538462,78
"alex de minaur",0.564241716087587,0.461077193767975,"alex de minaur",109.359375,12.8952806633855,0.0600961538461538,2.98110144767227,0.578125,832
"alex molcan",0.510634219293215,0.298048001992756,"alex molcan",106.658823529412,11.6940694586701,0.0235294117647059,2.84362672290375,0.505882352941176,85
"alexander bublik",0.567641502286199,0.742522489007057,"alexander bublik",116.882249560633,13.8595260574163,0.140597539543058,2.8813017681643,0.579964850615114,569
"alexander zverev",0.611166267799205,0.6534296769507,"alexander zverev",119.447876447876,11.7831643722682,0.115830115830116,2.83324714059081,0.643500643500644,777
"alexandre muller",0.516677382816972,0.326273296924278,"alexandre muller",103.714828897338,13.4129384054757,0.026615969581749,2.92822870547671,0.505703422053232,263
"alexei popyrin",0.533288277821953,0.539276070641835,"alexei popyrin",114.007936507937,8.72100547574284,0.119047619047619,2.79206662817958,0.53968253968254,126
"aljaz bedene",0.536422462565291,0.464841601588435,"aljaz bedene",108.369047619048,13.3703319852312,0.0714285714285714,2.80003958290785,0.535714285714286,84
"andrey rublev",0.554028211402144,0.479614226753502,"andrey rublev",109.508700102354,14.3447088566302,0.0583418628454452,2.91641920881652,0.583418628454452,977
"andy murray",0.536440149694728,0.425674060184081,"andy murray",106.763919821826,14.1516795681891,0.0534521158129176,2.83551664727794,0.561247216035635,449
"arthur fils",0.508928725878659,0.398595282279232,"arthur fils",111.470085470085,13.1670779687071,0.0427350427350427,2.66725996114023,0.487179487179487,117
"arthur rinderknech",0.562161206747695,0.589421284647573,"arthur rinderknech",113.211009174312,12.3820908562382,0.110091743119266,2.81215207253827,0.559633027522936,109
"aslan karatsev",0.519711645845642,0.358204208646733,"aslan karatsev",112.512,10.4854861286847,0.04,2.76236171653619,0.528,125
"ben shelton",0.572884625925955,0.522125322572287,"ben shelton",113.185185185185,11.8064102398368,0.0883190883190883,2.81386267134079,0.578347578347578,351
"benoit paire",0.51822425911707,0.481909594802797,"benoit paire",106.320987654321,13.3321295752909,0.0864197530864197,2.79561887442168,0.493827160493827,81
"borna coric",0.512398722536524,0.386466783917351,"borna coric",113.255813953488,9.67250323036648,0.0581395348837209,2.70937487475908,0.476744186046512,86
"botic van de zandschulp",0.565959120885076,0.553509378770134,"botic van de zandschulp",112.71546961326,11.7440022259453,0.0966850828729282,2.92706843891647,0.552486187845304,362
"brandon nakashima",0.556841437737668,0.421276959253642,"brandon nakashima",109.717086834734,10.1848678470888,0.0812324929971989,2.70301298836999,0.582633053221289,357
"cameron norrie",0.556893392909451,0.365542252079491,"cameron norrie",105.430369787569,12.102306272246,0.046420141620771,2.93266007725836,0.565696302124312,1271
"carlos alcaraz",0.573615756551292,0.441909561118368,"carlos alcaraz",112.568446899939,11.9252282021097,0.047268262737876,3.00506326581037,0.590546347452425,1629
"casper ruud",0.551838731921558,0.417439832592444,"casper ruud",108.917333333333,10.3709844794544,0.0693333333333333,2.91485268965992,0.557333333333333,375
"christopher eubanks",0.547398334219648,0.496173629353695,"christopher eubanks",115.775132275132,9.26043554202934,0.0952380952380952,2.71389300237922,0.571428571428571,378
"cristian garin",0.545230348722367,0.348826986247508,"cristian garin",107.681208053691,11.8746555566287,0.0302013422818792,2.98780516763845,0.543624161073825,596
"daniel evans",0.551445489069321,0.360486507114398,"daniel evans",107.724609375,10.4192139538732,0.048828125,2.95193079198336,0.564453125,512
"daniil medvedev",0.568363120921184,0.488110866489219,"daniil medvedev",111.106570512821,12.9276199261166,0.0769230769230769,2.74878594779002,0.58573717948718,1248
"david goffin",0.557572565982963,0.336953353321803,"david goffin",103.693815987934,11.9050145979062,0.0452488687782805,2.89750695194539,0.580693815987934,663
"denis kudla",0.518954309953599,0.411007623456073,"denis kudla",107.642857142857,13.4250645437347,0.0595238095238095,2.67280256523062,0.511904761904762,84
"denis shapovalov",0.579639228410944,0.464062527489865,"denis shapovalov",111.047344110855,11.8914677184438,0.0669745958429561,2.91609772932246,0.590069284064665,866
"diego schwartzman",0.539058712183602,0.18870745491205,"diego schwartzman",98.4184549356223,10.6621026479986,0.00858369098712446,3.0456851602654,0.549356223175966,466
"dominic stricker",0.523831145142679,0.434749339361235,"dominic stricker",104.709677419355,12.9912852438131,0.0752688172043011,2.82089284805458,0.516129032258065,93
"dominic thiem",0.559522184609876,0.462094283864857,"dominic thiem",111.4,11.6030672165238,0.0774193548387097,2.7345896226252,0.567741935483871,155
