"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WC_DNCTL"
"1",4,0.307692307692308,0,0,0
"1",6,0,0.461538461538462,0,0
"1",3,0,0,0.230769230769231,0
"2",21,0.583333333333333,0,0,0
"2",6,0,0.166666666666667,0,0
"2",9,0,0,0.25,0
"3",6,0.176470588235294,0,0,0
"3",19,0,0.558823529411765,0,0
"3",4,0,0,0.117647058823529,0
"3",5,0,0,0,0.147058823529412
"4",3,0.272727272727273,0.272727272727273,0,0
"4",5,0,0,0.454545454545455,0
