"ServerName","avg_speed","sd_speed","ace_pct","location_entropy","modal_location","n_serves","cluster"
"ajla tomljanovic",83.6752136752137,7.56560850599727,0.00854700854700855,2.49890715694713,"WB_DNCTL",117,"1"
"aliaksandra sasnovich",81.0344827586207,5.32114457164331,0,2.78066078838305,"WB_DNCTL",58,"2"
"alison van uytvanck",79.1311475409836,5.45733576584785,0,2.74928847007672,"WBC_DNCTL",61,"2"
"alizé cornet",78.8595041322314,6.5374635564618,0,2.57116137797781,"WB_DNCTL",121,"2"
"amanda anisimova",86.2264150943396,7.59463755511834,0.0188679245283019,2.72074857280812,"WBC_DNCTL",53,"1"
"ana bogdan",77.0769230769231,6.17532309961312,0,2.53361841371894,"WBW_DNCTL",65,"2"
"anastasia pavlyuchenkova",83.992,5.27394080483496,0.008,2.85405480553281,"WBW_DNCTL",125,"3"
"anastasia potapova",83.3454545454545,4.97965837160692,0,2.93261050852684,"WBW_DNCTL",110,"3"
"anett kontaveit",80.7924528301887,3.99210032711738,0,2.65165779735801,"WBC_DNCTL",53,"2"
"angelique kerber",76.85,4.87409270131549,0,2.74031814568337,"WBC_DNCTL",60,"2"
"anhelina kalinina",78.2542372881356,8.09340561781304,0,2.53880265268901,"WB_DNCTL",59,"2"
"anna bondar",86.1111111111111,5.11615089691459,0,2.69601319936368,"WBW_DNCTL",81,"3"
"anna kalinskaya",84.8333333333333,5.43059315280955,0,2.82604275432133,"WBC_DNCTL",78,"3"
"arantxa rus",81.4027777777778,7.37460377970696,0,2.98176318571928,"WBC_DNCTL",72,"4"
"aryna sabalenka",88.7252747252747,7.66171604934792,0.0175824175824176,2.79836324166991,"WBW_DNCTL",455,"1"
"ashleigh barty",84.2121212121212,5.15458019335202,0,2.50777559040323,"WBW_DNCTL",66,"3"
"ashlyn krueger",93.0769230769231,8.04362164515695,0,2.3634612874969,"WB_DNCTL",52,"3"
"barbora krejcikova",86.4787878787879,6.44071261659828,0.0181818181818182,2.84753834302294,"WBW_DNCTL",165,"1"
"beatriz haddad maia",79.4034090909091,7.20331588508096,0.0113636363636364,2.67295066302883,"WBC_DNCTL",176,"1"
"belinda bencic",80.8163265306122,6.24269326948982,0,2.69423882919341,"WBW_DNCTL",196,"3"
"bernarda pera",82.0813008130081,5.7239695843193,0,2.75359660257281,"WC_DNCTL",123,"3"
"bianca andreescu",83.1813186813187,5.48277890761745,0.00549450549450549,2.62857942354667,"WBW_DNCTL",182,"3"
"camila giorgi",87.8333333333333,6.18266545372431,0,2.48465547404231,"WC_DNCTL",72,"3"
"caroline dolehide",81.1525423728814,6.95506156377729,0,2.62798191013786,"WB_DNCTL",59,"2"
"caroline garcia",84.2349397590361,6.66234891210691,0,2.74334003926265,"WBC_DNCTL",166,"3"
"clara burel",74.0960451977401,10.0711579724993,0,2.59922069687645,"WB_DNCTL",177,"4"
"clara tauson",83.7751937984496,7.08898828077471,0.0155038759689922,2.5877477376778,"WC_DNCTL",129,"3"
"coco gauff",83.3235294117647,5.90195501950241,0,2.56374329951743,"WBC_DNCTL",340,"2"
"cristina bucsa",78.0684931506849,7.35286937022866,0,2.84334669318911,"WBC_DNCTL",73,"4"
"danielle collins",87.7125984251968,8.20729928788674,0.0078740157480315,2.80232692326651,"WBW_DNCTL",254,"3"
"daria kasatkina",71.8205128205128,8.62395959203734,0,2.87156289498709,"WBW_DNCTL",117,"4"
"dayana yastremska",85.8202247191011,6.01619367312621,0,2.96487394829388,"WBC_DNCTL",89,"3"
"diana shnaider",81.1864406779661,5.34168569632441,0,2.50736407209532,"WBC_DNCTL",59,"2"
"donna vekic",88.875,6.39926794657802,0.0166666666666667,2.92299762371619,"WBW_DNCTL",120,"1"
"ekaterina alexandrova",84.7368421052632,7.06666817128569,0.0075187969924812,2.67841661665952,"WBW_DNCTL",133,"3"
"elena rybakina",86.2205882352941,6.48381595058387,0.00735294117647059,2.62114908863718,"WBC_DNCTL",136,"3"
"elina avanesyan",72.8101265822785,5.47740334644701,0,2.75463568443641,"WB_DNCTL",79,"4"
"elina svitolina",79.4965986394558,6.438725039348,0,2.44019113671983,"WBC_DNCTL",147,"2"
"elise mertens",85.1167315175097,7.28453468145302,0,2.63718318448672,"WBW_DNCTL",257,"3"
"emma navarro",78.6141732283465,5.55212992748355,0,2.37774422082818,"WBC_DNCTL",127,"2"
"emma raducanu",86.3790322580645,5.72342603341098,0.00806451612903226,2.79534638879918,"WB_DNCTL",124,"3"
"garbine muguruza",85.3728813559322,4.7516018174882,0,2.89943832955616,"WBW_DNCTL",118,"3"
"greet minnen",79.6906474820144,6.21574545864892,0.00719424460431655,2.56092426363437,"WBC_DNCTL",139,"2"
"harriet dart",72.8448275862069,7.2969361626178,0,2.43119667475299,"WBC_DNCTL",116,"2"
"iga swiatek",81.3089887640449,5.99906359734116,0,2.77132363550797,"WBW_DNCTL",356,"3"
"jasmine paolini",78.1575342465753,6.03059825037614,0,2.42637714576124,"WBC_DNCTL",146,"2"
"jelena ostapenko",75.5813953488372,7.89027844553337,0.0116279069767442,2.71038043754321,"WBW_DNCTL",172,"1"
"jessica bouzas maneiro",81.7368421052632,4.9190820709816,0,2.64989338008628,"WB_DNCTL",57,"2"
"jessica pegula",80.6215384615385,5.42640128991252,0,2.70551388665727,"WBC_DNCTL",325,"2"
