"cluster","n","WBC_DNCTL","WBW_DNCTL","WB_DNCTL","WW_DCTL","WC_DNCTL"
"1",8,0.216216216216216,0,0,0,0
"1",25,0,0.675675675675676,0,0,0
"1",3,0,0,0.0810810810810811,0,0
"1",1,0,0,0,0.027027027027027,0
"2",2,0,0.153846153846154,0,0,0
"2",3,0,0,0.230769230769231,0,0
"2",8,0,0,0,0,0.615384615384615
"3",11,0.203703703703704,0,0,0,0
"3",29,0,0.537037037037037,0,0,0
"3",4,0,0,0.0740740740740741,0,0
"3",7,0,0,0,0,0.12962962962963
"3",3,0,0,0,0.0555555555555556,0
"4",30,0,0,0,0,1
