"","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"avg_speed",-0.537060228410426,-0.497899841602979,-0.316310665421916,0.458488113451984,-0.245694769049962,-0.304321758927769,0.0205089994794922
"sd_speed",-0.155810386760797,0.835497645038886,-0.341267524242309,0.244579501597255,-0.279334423233178,-0.146257648759138,-0.0443298204860444
"ace_pct",-0.623634518375551,0.0562664702071216,-0.278693994356782,-0.693477160559689,0.203543429105018,0.0888184176090976,-0.00381028529703554
"location_entropy",-0.487096236102855,0.154159372597865,0.811497350654917,0.0568616089767997,-0.255539829581361,0.0619623687675495,0.0898388127344017
"modal_location_WBC_DNCTL",0.154934705617338,-0.103621531940358,0.0745437229610959,-0.373920170486052,-0.519837178569044,-0.368383179919005,-0.643387826364877
"modal_location_WBW_DNCTL",-0.180522372218964,0.0934103521621188,0.131034614948455,0.29476698136497,0.625769963874701,-0.0771300211522904,-0.676085384969223
"modal_location_WC_DNCTL",-0.0671832481041595,-0.0874384884598825,-0.156712827425807,0.138281724132237,-0.30505259958539,0.855928567908851,-0.344222855901449
