"event","accuracy","log_loss"
"WIM men 1st",0.299009530928798,1.24577547676409
"WIM women 1st",0.237351409765203,1.35718001973959
"WIM men 2nd",0.359025360517156,1.05032428681923
"WIM women 2nd",0.275987030326149,1.15381318510549
"USO men 1st",0.236609607951408,1.55149618339672
"USO women 1st",0.237881954812382,1.34056190245592
"USO men 2nd",0.318953323903819,1.22082916662663
"USO women 2nd",0.280117711973515,1.15894298524754
