"event","accuracy","log_loss"
"WIM men 1st",0.302061919890363,1.2442346999297
"WIM women 1st",0.237351409765203,1.36266317689159
"WIM men 2nd",0.360641471904525,1.04991169167534
"WIM women 2nd",0.273316803356857,1.15339428047164
"USO men 1st",0.237023743787962,1.55352751469504
"USO women 1st",0.238081019209714,1.34793624338579
"USO men 2nd",0.31989627534182,1.220658178909
"USO women 2nd",0.279565937097664,1.17017148331044
