"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","rf_weighted_baseline"
"ajla tomljanovic",0.557377049180328,0.478761099732643,0.237473936078054,0.0713130249268562,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,0.386573994168633,0.214271607359128,-0.0622357924649918,0.529262397794903,0.551932468423986,0.566121816635132,0.385507469208297
"aleksandra krunic",0.528455284552846,-0.559045259960189,0.385280085376229,-0.984866496182073,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,0.40102117563111,0.350480198668555,0.230982145175934,0.498572249433273,0.503098733800752,0.492473155260086,-0.10216527971084
"aliaksandra sasnovich",0.48,-0.976172664337475,-0.0277669290577504,-0.000567560737002382,-0.284470366018268,-0.442011204872034,-0.832403644091255,-0.686655502937942,5.93774783188613,0.00251953337507205,-0.115691933700503,-0.214660357050536,0.498894909839941,0.522791907603967,0.511995315551758,-0.272702160432709
"alison riske",0.46,0.0539252066370915,-0.596014255553267,-0.211144750428648,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,-0.308667522911349,-0.21474250534967,-0.562399813823419,0.516985255008204,0.517271845996838,0.545038819313049,0.249605048478617
"alison van uytvanck",0.496774193548387,0.251316760012819,1.39573977557456,-0.252342224279821,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,0.0272946760233972,0.0361707269620686,-0.175718629966024,0.512636542373968,0.517365704587656,0.522829413414001,0.287604425823864
"alizé cornet",0.564327485380117,-0.574993652998169,-0.269314118023814,0.615309912578935,3.4912272193151,-0.442011204872034,-0.832403644091255,-0.686655502937942,-0.167260502306652,0.842313044264225,0.776657791030592,0.608952114671788,0.480428837282375,0.476669171204771,0.470690548419952,0.456021093824383
"alycia parks",0.464285714285714,2.06737340248524,0.816301929554208,-1.88399144730433,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,-0.394041459054612,-0.324882116448174,-0.440383660512908,0.531721027001578,0.537658575721109,0.530712425708771,0.270344363146996
"amanda anisimova",0.520833333333333,0.313193300953015,-0.856572294159762,0.534472052673623,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,-0.0299928674677662,0.0670263547221834,-0.176199886745547,0.543707870684557,0.536914142600761,0.546961963176727,0.464756953549601
"ana bogdan",0.512987012987013,-0.666824945198223,1.30304262190023,-2.16990490073632,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,0.445796673964178,0.427168851891009,0.360588516249986,0.477623305866039,0.47641955294278,0.457234978675842,-0.435986624376368
"ana konjuh",0.354838709677419,0.181192776576243,1.166166565475,-0.918041641267044,-0.284470366018268,2.24689029143284,-0.832403644091255,-0.686655502937942,-0.167260502306652,-1,-1,-0.926866554028639,0.496445391401069,0.526905250502982,0.495472580194473,0.0911087524465919
"anastasia pavlyuchenkova",0.547112462006079,0.451453320642904,-0.627083282585728,0.251255117563054,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,0.219582089068889,0.181532542515074,0.0229044325157317,0.539438182985308,0.546453917656081,0.542870104312897,0.425425819410487
"anastasia potapova",0.53156146179402,0.162456036815849,-0.884553951695856,0.826394565190562,-0.284470366018268,-0.442011204872034,-0.832403644091255,-0.686655502937942,5.93774783188613,0.177237106911269,0.348924612593442,0.00380698958950587,0.529070351397857,0.506432318013511,0.530232191085815,0.222508918236755
"anastasija sevastova",0.5,0.0644970898542802,0.0810917665251946,-0.0943750687146811,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,0.0294397739102046,-0.0354738702733367,-0.185387001280825,0.51559978160989,0.531065043265062,0.527530014514923,0.282486749028326
"andrea petkovic",0.527272727272727,0.425202537122474,-2.28708625493177,1.00073173820184,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,-0.13092012464506,0.204839942813279,0.061955654967556,0.562501101279775,0.52320693635366,0.517073571681976,0.655368132698077
"anett kontaveit",0.538461538461538,0.57657268318673,-0.0505784950455257,-0.406543780805135,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,0.215316312392857,0.166888718976743,8.9790101847731e-05,0.531309404892252,0.539943735544333,0.537699282169342,0.285737373495468
"angelique kerber",0.565217391304348,-1.21317819841841,-0.959040949084043,-0.722852089944636,-0.284470366018268,2.24689029143284,-0.832403644091255,-0.686655502937942,-0.167260502306652,0.845844297490196,0.619155378918741,0.572986325088424,0.48088650590259,0.500583933887891,0.477066606283188,-0.202163479314456
"anhelina kalinina",0.476923076923077,-0.202595440464533,-0.0156923629606814,0.582858106558913,-0.284470366018268,-0.442011204872034,1.19311188986413,-0.686655502937942,-0.167260502306652,-0.224602037519007,-0.0825981993110433,-0.199211641768157,0.523618433008285,0.514877099927582,0.506561875343323,0.392200574457073
"anna blinkova",0.478723404255319,-0.400131554198914,1.64915410721874,-0.388975752236021,-0.284470366018268,-0.442011204872034,-0.832403644091255,1.44635946363524,-0.167260502306652,-0.211467827784898,-0.134603722552525,-0.189748989137674,0.52381108877393,0.524279975736706,0.506918787956238,0.0494183679158777
