"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"kevin anderson",0.550420168067227,2.28929360047246,-0.201182386229505,-2.39017080133372,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.353622712395857,0.173869605478571,0.14907461122393,0.578937947143253,0.558411369465003,0.572079956531525,0.506465952237663
"laslo djere",0.535580524344569,-0.146379265520494,-0.129203514418199,0.0749004280663559,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.0166584334444253,-0.0232787317463865,-0.0294882144576347,0.548474547417446,0.546511498761137,0.547937095165253,-0.0122305842679929
"lloyd harris",0.577603143418468,1.39970772586292,-0.258416161344203,-1.18439955792904,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.403280851062278,0.360452522089686,0.267396861546568,0.561252119925105,0.560751740290109,0.555723488330841,0.338734474170281
"lorenzo musetti",0.539007092198582,0.0521682691040309,0.0363208406808803,0.479247060032301,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.021193014213288,0.032426819247144,0.0418285137838352,0.549938371885826,0.550394356789527,0.562242209911346,0.0945175272859203
"lorenzo sonego",0.533333333333333,0.717049646430447,0.260856794527072,0.807035144823495,-0.109766251701977,-0.251620477537952,-0.46654780684179,-1.5698157080643,5.16455755032498,-0.00793410575963818,-0.271990030199197,-0.0609741080672601,0.551436448431851,0.520312840550349,0.542990982532501,0.304777604665021
"luca nardi",0.576271186440678,-1.42702690618947,-1.03326739320171,-3.75545414778787,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,-0.0267488269162712,0.0533868706714842,0.0640445230150769,0.512130712149949,0.527426653163803,0.499197363853455,-1
"luca van assche",0.532786885245902,-0.446947923726137,1.14746068080977,1.66831885190914,9.05571576541314,-0.251620477537952,-0.46654780684179,-1.5698157080643,-0.192467983241925,-0.73927984216911,-0.242592281344963,0.0518597770448909,0.466410971713089,0.52396096363168,0.576752841472626,-0.225554047619722
"luciano darderi",0.555555555555556,-1.03208788465999,0.962605232820146,-3.92095991888288,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,-0.134556364008532,-0.0569463990215008,-0.0240958684048602,0.517429629022972,0.529194414417803,0.512251615524292,-0.767426535319144
"mackenzie mcdonald",0.536643026004728,-0.149527433176227,-0.879422611319977,0.344864293172193,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.0851831128992421,-0.0332856143185025,-0.0585132252279182,0.539545497587507,0.54467450897912,0.537533044815063,-0.0370389724508007
"marco cecchinato",0.453125,0.271489563439729,-2.6708797261163,0.964648283117743,9.05571576541314,-0.251620477537952,-0.46654780684179,-1.5698157080643,-0.192467983241925,-0.728004882969764,-0.87760267591306,-0.803141868491825,0.536571597955773,0.507268808989291,0.47720006108284,-0.312101509166095
"marcos giron",0.508241758241758,-0.782868761888794,1.91991703898124,0.335538709941603,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.12601489970681,-0.134038596451512,-0.185571719348783,0.559315995152688,0.552729146451532,0.553626298904419,-0.0525203399703998
"mariano navone",0.505154639175258,-1.00569324668614,-0.979222994665129,0.662351736045518,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.409032167130308,-0.310784731104926,-0.310461614207605,0.528897803085545,0.535123019573281,0.523141980171204,-0.275906905299802
"marin cilic",0.605263157894737,0.660171458387413,1.11660473546039,0.164996914191208,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.584118081678384,0.604843932265944,0.494141114157021,0.558489487335671,0.569212268247983,0.569939970970154,0.320523401373387
"marton fucsovics",0.540856031128405,0.257003204104606,-0.173704193189231,0.675756038494596,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.0414177962414352,-0.00100794597043706,-0.090113700495019,0.550704919157569,0.545411758607477,0.52050644159317,0.160891705966875
"matteo arnaldi",0.530701754385965,-0.690550255126591,-0.646880246590217,0.509568312020537,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.156212240625444,-0.0845905134370767,-0.114990754009013,0.536376215349514,0.542989814864716,0.532223582267761,-0.172351163798074
"matteo berrettini",0.558044806517312,1.78502056528218,0.176743884831412,0.379047279986442,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.355873054750025,0.212186849543111,0.160312923955504,0.5726119316083,0.557505199396208,0.561122417449951,0.622054225021733
"mattia bellucci",0.654320987654321,0.314993699625589,-0.419595980920991,-1.64250357349743,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.840308229810978,0.636707716138169,0.711642328608912,0.546044309444565,0.539451500532203,0.541570723056793,-0.0422365458130963
"max purcell",0.552795031055901,-0.146840773368856,-0.099900780453525,0.301859255252381,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.109771387109217,0.103517915816286,0.0987551456316137,0.548378277542425,0.548956399415125,0.553049206733704,0.0095762104528188
"maximilian marterer",0.461538461538462,1.19152654223706,-2.05653082530217,0.889351821415649,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.460667350410035,-0.460912221641145,-0.540797108248959,0.56055381604826,0.548005414033434,0.537639081478119,0.344445503642463
"michael mmoh",0.585139318885449,0.958681699636798,-0.583641732331938,0.312563973921272,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,0.257706275884294,0.210832182778295,0.377064235025219,0.537721134243339,0.53895566057293,0.573493659496307,0.11476550046593
"mikael ymer",0.517241379310345,-1.68986418801044,-0.169966939017821,0.373609153016409,-0.109766251701977,3.95044149734585,-0.46654780684179,-1.5698157080643,-0.192467983241925,-0.57706290542488,-0.328569017800042,-0.254060633783378,0.498809062348703,0.524933048956277,0.516968905925751,-0.330152097985281
"mikhail kukushkin",0.564102564102564,-0.246505867229052,0.0706814986343038,0.34279585929955,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.183966944731466,0.158012985814303,0.14907029967303,0.547280292546195,0.547352751603345,0.54656320810318,-0.00628426409000678
"miomir kecmanovic",0.548543689320388,-0.321840537770228,-0.276522282355625,0.349964853383576,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.0367886584763317,0.0368186836367471,0.0879508077573742,0.54352019983455,0.544408104677356,0.557842016220093,-0.0506745873375993
"nick kyrgios",0.597254004576659,2.13501185028376,-0.850536617685799,-2.83542162349364,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.429780892133681,0.429172961673796,0.312620403893935,0.547368136699756,0.555068300814386,0.532200992107391,0.378785390780821
"nicolas jarry",0.541044776119403,0.803619864663899,-0.0192936499418615,-0.505989607202452,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.108606618160895,0.183316764215842,-0.0440151928815376,0.558396493638198,0.565830833667247,0.533531606197357,0.232535373574998
"nikoloz basilashvili",0.523809523809524,0.295504934359363,0.756485338614273,-0.874900607163719,-0.109766251701977,3.95044149734585,-0.46654780684179,-1.5698157080643,-0.192467983241925,-0.157270986532873,-0.313948642316408,-0.22169069145726,0.542208598827514,0.522102728333656,0.514113664627075,0.22265633803163
"norbert gombos",0.477777777777778,-0.137036880047065,1.69166486080159,-2.90151783646641,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.30494246649216,-0.325772600456072,-0.340477061587931,0.564725019005024,0.55204253475469,0.565485417842865,-0.156892185855501
"novak djokovic",0.609351432880845,0.405129700412193,0.630003688577661,-0.17350792675115,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.592942406309319,0.501749581032552,0.438958410383283,0.555988069745031,0.554943880508255,0.546302735805511,0.181974106308254
"nuno borges",0.575117370892019,-0.119695772883087,0.286099045605526,0.421189317888199,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.274936163869271,0.228339225467262,0.21035399925164,0.548396195739236,0.547712628742802,0.54380601644516,0.0529600245475234
"oscar otte",0.5,-2.93754525517792,0.17526232476934,0.0587339021828298,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.490228253827855,-0.315409530942188,-0.353977642613158,0.523860160974364,0.538107736896142,0.520126819610596,-0.843897722101892
"pablo andujar",0.544776119402985,-0.404568583921476,-1.28309150382688,0.776805397773611,-0.109766251701977,3.95044149734585,-0.46654780684179,-1.5698157080643,-0.192467983241925,-0.222884751305381,-0.099755521843314,-0.0670528254754033,0.516419047767868,0.531742126480879,0.519888043403625,0.0259290634667819
"pablo carreno busta",0.565995525727069,-0.0844374721670491,0.0435497950096001,0.557550777797964,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.21908569887136,0.169124928061149,0.142814550674258,0.549749970522614,0.547306018297618,0.541217803955078,0.0603245169848975
"pavel kotov",0.514184397163121,-1.63770150638623,1.03616202935519,-0.307165860452832,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.251361457889816,-0.146961152700707,-0.12901454027291,0.539526867349548,0.547253280110667,0.558956325054169,-0.425830828189962
"pedro cachin",0.534090909090909,0.751282466068612,-0.364369007440074,0.128541946018924,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.00470615251453789,0.0835762490251278,0.00523606355156997,0.55115912624485,0.559434475422921,0.560791492462158,0.250793482058388
"pedro martinez",0.519108280254777,-0.55761800243725,-0.738446316328823,0.0341041167511584,-0.109766251701977,-0.251620477537952,2.13056831791084,-1.5698157080643,-0.192467983241925,-0.300119925447656,-0.218785189012442,-0.241139146939736,0.529571635089638,0.535903270825452,0.517237067222595,-0.381275375472536
"peter gojowczyk",0.548500881834215,-0.0939984347056477,0.538789397560145,0.655612704914774,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.0681510022460472,0.0291329850863098,-0.0370282507135745,0.547223596821572,0.543580424647322,0.521654665470123,0.0976045455528656
"philipp kohlschreiber",0.463768115942029,-0.96066323492898,0.436848546264361,0.28915657316204,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,-0.597991250303295,-0.5350569795236,-0.642179405803357,0.542573183476374,0.538226222899899,0.50406140089035,-0.205114825925996
"quentin halys",0.537444933920705,0.948169926584713,-0.764618551876855,-0.370471700816936,-0.109766251701977,-0.251620477537952,-0.46654780684179,0.6332029746814,-0.192467983241925,0.0702589498325078,0.12245706395141,0.066626427985838,0.557024399598282,0.561491088719741,0.572351396083832,0.241100089568178
