"ServerName","serve_score_rf","serve_score_rf_weighted","ace_pct","avg_speed","sd_speed","location_entropy","rescaled_ace_pct","rescaled_avg_speed","rescaled_sd_speed","rescaled_location_entropy","n_serves"
"roberto carballes baena",-1.2675465329545,0.344055325997733,0.0480769230769231,118.509615384615,6.41901784869749,2.7480079159626,0.165757749712974,0.695811787948427,0.276141454347739,0.66803599288283,104
"borna coric",-1.44407405616555,0.33885835331047,0.0545454545454545,118.509090909091,5.40532223068231,2.51942428064329,0.188059701492537,0.695787253915389,0.140789873467476,0.408101170582212,55
"maximilian marterer",-0.524895175605406,0.328249907154816,0.0317460317460317,120.380952380952,6.30265835216756,2.62249917611817,0.109452736318408,0.783349607257425,0.260604796670758,0.525313212474408,63
"hugo dellien",-0.990947648206933,0.327919994880779,0.0645161290322581,114.41935483871,6.9105488076451,2.74358448356625,0.222436206066442,0.50447666803412,0.341772094515066,0.663005868515891,62
"thiago seyboth wild",0.0734335680004213,0.324809185591536,0.0821917808219178,112.561643835616,6.62693640750859,2.4479366885095,0.283377632386015,0.417576248475574,0.303903343744608,0.326808760773263,73
"federico delbonis",-0.180677287047693,0.323384536163425,0.0634920634920635,114.333333333333,6.55251736899398,2.78627767472391,0.218905472636816,0.500452734873464,0.293966697742069,0.711554606668163,63
"dominik koepfer",-0.789897805200551,0.321598365384334,0.0819672131147541,110.770491803279,6.29654255027564,2.99794969325756,0.282603376559824,0.333789339293188,0.259788197052776,0.952258314292277,61
"cameron norrie",0.261906726747804,0.318052263611029,0.0683156654888104,112.302709069494,7.53773555352862,2.85894764852908,0.235536100416645,0.405463740245333,0.42551588905637,0.79419156666423,849
"cristian garin",-0.229365585042318,0.307211631252669,0.0452127659574468,114.609042553191,7.86308323841128,2.95153156819423,0.155882819942839,0.513349922241111,0.468957256170913,0.899473752208427,376
"rafael nadal",0.14732193967905,0.304190884325392,0.0588235294117647,113.022408963585,7.49453372489759,2.78697275045652,0.202809482001756,0.439130022378933,0.419747455516548,0.7123450149001,357
"david goffin",0.249170886684543,0.303206404043713,0.0695443645083933,110.954436450839,8.27881539576344,2.72689956425741,0.239772361215505,0.342393943035079,0.524467020364778,0.644032543808783,417
"roger federer",0.28528101172037,0.303160180258625,0.0657894736842105,113,7.56761008951706,2.42157846673632,0.226826394344069,0.4380817708833,0.429504823803879,0.296835400330374,228
"lorenzo musetti",-0.57594276922107,0.30165938553086,0.0471014492753623,115.278985507246,6.72458666953983,2.75444869816681,0.16239454899416,0.544688663138228,0.316941890133099,0.675360154892015,276
"fabio fognini",-0.296528732008554,0.2964030453684,0.0658682634730539,112.191616766467,5.71400112146495,2.87675837038011,0.227098042720529,0.400267039721598,0.182005574817357,0.814445102368681,167
"guido pella",-0.61749847827255,0.293490939910191,0.0410958904109589,115.068493150685,7.50060880329666,2.76737510092493,0.141688816193008,0.534842204744754,0.420558617615577,0.690059467024428,73
"nikoloz basilashvili",-0.70868761131414,0.292372367168761,0.0392156862745098,114.098039215686,10.3503717845511,2.56570518488883,0.135206321334504,0.489446094169317,0.801067241498239,0.460729691447987,51
"sebastian korda",-0.207570668578744,0.292082131591059,0.0625,113.363636363636,6.02031193910713,2.52128305844781,0.215485074626866,0.455092033789708,0.222905084168865,0.410214887417804,176
"alejandro davidovich fokina",-0.0793048500559028,0.28375494310583,0.0414507772020725,113.362694300518,7.94073470800631,2.96248239799051,0.142912381099683,0.45504796575109,0.479325505752521,0.911926533411094,193
"mikael ymer",-0.694964946507052,0.282106078666604,0.0337078651685393,114.050561797753,8.17552670907115,3.03993317195716,0.11621666946168,0.487225184926112,0.510675615151623,1,178
"marcos giron",-1.27329168753651,0.262574548593713,0.0232558139534884,115.395348837209,7.84413500916971,2.75064673445417,0.0801804928844151,0.550131932935397,0.46642723361074,0.67103673619821,43
"salvatore caruso",-1.74804102399652,0.262003248256901,0.0166666666666667,117,6.18088908090968,2.89211096503718,0.0574626865671642,0.625194662853794,0.24434581017177,0.831903368610989,60
"richard gasquet",-0.929591412525119,0.259188248335697,0.0514705882352941,111.492647058824,7.33231944862825,2.61277717650107,0.177458296751536,0.36757047887236,0.39808813456832,0.514257800570804,136
"dusan lajovic",-0.611763890016372,0.255556205235711,0.0458715596330275,111.651376146789,7.17296383134071,2.78161497950557,0.158154183212378,0.374995543544624,0.376810510063787,0.706252403597813,109
"miomir kecmanovic",-0.70059682671101,0.254200707397101,0.0194174757281553,115.932038834951,6.88314527956904,2.76969738224989,0.0669468193015505,0.575237337327691,0.338113095915414,0.692700258797172,103
"alexandre muller",-0.754838409871723,0.247252338276798,0.0402298850574713,110.793103448276,9.34457640730767,2.69624265695115,0.138703036541431,0.334847071865096,0.66677052369402,0.609170915408271,174
"facundo diaz acosta",-0.920001633922135,0.244772513669931,0.0428571428571429,111.214285714286,6.28984195359806,2.98827823510651,0.147761194029851,0.354549229825043,0.258893513937811,0.941260375824947,70
