"ServerName","serve_efficiency","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"borna coric",0.258064516129032,1.3803663640594,0.795805017690435,0.805077177069911,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,-0.377590451465804,-0.275122666797894,-0.338380022574885,0.319924478935096,0.308300346590705,0.325043797492981,0.399647196081101
"botic van de zandschulp",0.282608695652174,0.733303675547005,-0.826924597367437,0.871577418687501,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.058750173464468,-0.229713013008802,-0.0385902643935777,0.292233630634649,0.32455298221591,0.290247291326523,0.317432958284066
"brandon nakashima",0.349206349206349,0.39253359975402,-0.901803937483167,1.00673947650364,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.291359187912665,0.357311093701736,0.265606498477815,0.30147349881907,0.28396338055462,0.296631932258606,0.173262966872899
"cameron norrie",0.26303317535545,-1.14455909940802,-0.391657357432314,0.902863193285175,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.0903252917685294,-0.0552209877789806,-0.0589057671499317,0.248235345676343,0.273116212904766,0.274693042039871,0.020980266689947
"carlos alcaraz",0.326750448833034,0.653209970136246,0.491354103511672,1.35792935547521,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.0967219577966316,0.102570089035349,0.25616914695037,0.310904664892782,0.308021735335198,0.276044070720673,0.416788551236361
"casper ruud",0.291666666666667,0.144547945178399,0.177420190904417,0.746969243154703,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.0318789363450098,-0.087469188755624,0.0517974704540176,0.28644399800822,0.307638041864827,0.281413823366165,0.26792412843535
"christopher eubanks",0.385416666666667,1.47675987047599,0.925154361435076,0.466918267340818,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.463836090793674,0.492656846561549,0.307965305058306,0.309427236284566,0.295460335159351,0.324457705020905,0.51008117262522
"cristian garin",0.159090909090909,-0.277069033013766,0.156684759291999,0.410149998470838,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,-0.636334521560286,-0.465732643729375,-0.450992551927338,0.263340446342512,0.244131034658035,0.248360827565193,0.035373496284753
"daniel evans",0.28921568627451,0.138927115447056,-0.765816057725684,0.96570148412999,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.0424009956625511,0.038183781076548,0.0974046610298854,0.282269207611071,0.282243545538624,0.269935309886932,0.235914200921112
"daniil medvedev",0.239185750636132,-0.2861749499214,1.33996871543577,0.556193863608491,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.249867373731176,-0.153377559340469,-0.235969236875344,0.280121071922612,0.267191618554362,0.285893738269806,0.139409728452458
"david goffin",0.292682926829268,-1.18921423727397,-1.16797261273826,1.0210269177456,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.224124846965272,-0.0410903067382481,-0.0203772585471941,0.255964957284845,0.300185782580653,0.296716421842575,-0.132685807671017
"denis kudla",0.170731707317073,-0.204540833728571,-0.1630063508521,-1.63503905515363,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,-0.477814593857472,-0.371624078048209,-0.104907969394876,0.24901121065058,0.238588145311037,0.191497296094894,-0.435091645938148
"denis shapovalov",0.336507936507937,0.521889157448774,-0.0827444594022292,1.84746635324502,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,0.237820219178364,0.172542966474345,0.274279899113286,0.297546278828847,0.305002574510531,0.28221669793129,0.402440463372239
"diego schwartzman",0.292207792207792,-2.01020599634863,-0.594916996615217,0.864803334902172,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.402531408071473,0.194763352195016,0.167255387929672,0.226261797453661,0.256645114457931,0.259101092815399,-0.161572452240131
"dominic stricker",0.288888888888889,-0.804167815904486,-0.257152835940681,1.06632399052105,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.119643092963266,-0.0128492999140316,0.0150296016914073,0.269287976704857,0.291235097798337,0.285913914442062,0.0242732931691147
"dominic thiem",0.295081967213115,0.38320942865402,-1.16974054569563,0.904258015019947,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.160523029035791,-0.228945691755945,-0.0757912541356018,0.321380165610672,0.336886145290637,0.310084164142609,0.126022491235323
"dominik koepfer",0.285714285714286,0.874366801468775,-1.77331488514486,-2.90171981803699,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.427811675996449,-0.0155321300630368,-0.269919597182867,0.21562667025048,0.28855036411392,0.339142441749573,-0.658627294507176
"dusan lajovic",0.175438596491228,-0.977314728756417,-0.702657167670049,-1.1542904356622,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,-0.418541015933385,-0.326789836134071,-0.53148929970478,0.244007416433425,0.235108557515154,0.280642122030258,-0.591767328894716
"elias ymer",0.295454545454545,-0.560939183893701,-0.48451524846613,-0.226971872170324,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.259000993910227,0.209370342831877,0.086442926815793,0.253022879643549,0.257224714489978,0.278343945741653,-0.133341863285641
"emil ruusuvuori",0.211267605633803,-0.0108957052087781,-0.643990083555375,1.3154170928497,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.481137678110561,-0.363561133682366,-0.277713580790528,0.290091523868427,0.277651795954034,0.266238510608673,0.297143600238342
"fabian marozsan",0.258064516129032,-0.521908914602965,-1.23559579987652,-0.310893143014439,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,-0.0786396917807889,-0.0777914089582713,-0.0809846589106507,0.270947915033203,0.272268783909968,0.274094700813293,-0.366072137217992
"fabio fognini",0.213675213675214,-0.710013770624539,-1.2202015570586,-0.249962688037095,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.246376906122959,-0.220360210882709,-0.259275814219081,0.254038697947325,0.253911731891774,0.264996528625488,-0.227742793443422
"facundo diaz acosta",0.233333333333333,-0.360523754966446,-1.34934908176369,-1.44290808829931,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.102220841915265,-0.150380081989901,0.09358083020321,0.25007998954335,0.2607918789762,0.214809849858284,-0.441648740502753
"federico delbonis",0.212121212121212,-0.21967452163367,-1.53362339506047,-1.38927531156102,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.337832453599426,-0.339212387379197,-0.165388155371652,0.267467693827025,0.274059460180572,0.244858309626579,-0.419748008466179
"feliciano lopez",0.225806451612903,1.18881781169409,-0.342131333058021,-1.22344099057537,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.476748205562606,-0.169412606498823,-0.0799140952183855,0.303911250474935,0.256740227725203,0.241624727845192,-0.0266802654740298
"frances tiafoe",0.259946949602122,-0.365611042504648,1.65123142350649,1.25262711024236,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.295905594509817,-0.0623902253077579,-0.105826880121188,0.308424629584295,0.271339049051814,0.280894428491592,0.306822893371424
"francisco cerundolo",0.24390243902439,-0.683976066562172,-0.4137161193758,-0.682515380827224,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.145464030046882,-0.0101746145026249,-0.143755531498764,0.220071329277339,0.245760265626305,0.272357553243637,-0.330546751200235
"gael monfils",0.349056603773585,0.020147317350779,0.275885574201051,0.131654994078835,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.329553782133685,0.499141575329237,0.704181850636168,0.2950664018862,0.25791619776323,0.209670141339302,0.0100982736673768
"gijs brouwer",0.233333333333333,-0.497029619870459,0.749813620307052,-1.43376741754362,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.0631281798580394,0.0491983566993902,0.465240961502212,0.222991157457664,0.224349993883665,0.141243070363998,-0.365914582850604
"grigor dimitrov",0.265873015873016,0.273903502873153,0.113681515785713,0.536052472273652,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.0361926251641575,-0.164311362638829,-0.0800268198248095,0.259943643353617,0.295875333939067,0.281713604927063,0.159676753819961
"guido pella",0.323529411764706,0.171046142483294,-0.326475787817117,0.391764442792301,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.223167189198589,0.13436209382118,0.229267384733198,0.286968333565384,0.298995659441657,0.278147995471954,0.150790819804587
"holger rune",0.297709923664122,0.934041598190037,1.12715895790061,0.775563529194115,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.00218541813188279,-0.0617106227922034,0.0109934674026789,0.297351890552243,0.30897793156894,0.295533865690231,0.497734271081567
"hubert hurkacz",0.268939393939394,-0.222776927654216,-0.173605320631698,-0.150598789249217,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.0393394130309369,0.121633090014937,0.0580015544997436,0.262494488837956,0.246729885142329,0.257458508014679,-0.0287073414120482
"hugo dellien",0.407407407407407,-0.411334271347384,-1.14155041111146,-1.13411708733055,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.907454027181759,1,0.701598750782799,0.258740850422821,0.224813108484825,0.268532246351242,-0.470596926054596
"ilya ivashka",0.303030303030303,-0.312746702250042,-0.282514814838524,0.387497527812644,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.211832567797864,0.213872920070439,0.245492366378488,0.268326155416878,0.263978327131516,0.254437297582626,0.0658947198520819
"jack draper",0.183098591549296,-1.1096717867953,-1.07559794337547,-0.107261959378911,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.441142806408517,-0.325561333484742,-0.51021060615602,0.255370222070294,0.242544234993243,0.28409019112587,-0.256068826891706
"jack sock",0.358024691358025,0.700935738981601,0.941025342737606,-0.519217420392152,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.473950150730922,0.266948545841399,0.381157508503433,0.280378292773715,0.309281408781712,0.282577991485596,0.0444477378819352
"james duckworth",0.243055555555556,-0.120785329728775,-0.335451821798952,0.824298447701581,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.357011972849217,-0.306675571949561,-0.287243439476446,0.30154418331624,0.299052766612368,0.299912810325623,0.0874487795617023
"jannik sinner",0.262350936967632,0.399432533301127,0.203759066981826,0.440710890019379,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.00160696286992877,-0.227891943900286,-0.1743910810354,0.262087671138269,0.303962706694209,0.296870082616806,0.168761980738887
"jason kubler",0.19811320754717,-0.0300765386044704,-1.08950587516492,0.319294723100008,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.498527227262811,-0.545933937044234,-0.438292743741908,0.279786024263195,0.297797632039807,0.284869313240051,0.0335994760706741
"jaume munar",0.142857142857143,-0.14610317886073,0.289232119203523,-0.483108905174594,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.740291663756008,-0.520650205322561,-0.388104506003931,0.264137791262875,0.237924902081914,0.219678938388824,-0.049874463853506
"jenson brooksby",0.214285714285714,-2.35058425688851,0.0178132030852276,-2.37102261532212,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.134529066486929,-0.0992210902587492,-0.100985994451727,0.192246059901155,0.232402919699845,0.234274983406067,-1
"jiri lehecka",0.296296296296296,0.62004337459404,-0.208021249006299,-0.502264199243979,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.111383010349486,-0.022037941812356,-0.304490755031977,0.278048618552595,0.30032029883122,0.35656750202179,0.0425966951363769
"john isner",0.252252252252252,2.30484549097689,2.54342264060316,1.80775423561407,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,-0.753291393082617,-0.557181886256641,-1,0.375662622872916,0.353990488145645,0.450193256139755,0.938883508068113
"john millman",0.125,-1.76994681010037,0.566791461029579,-0.982100507616057,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.779285417084041,-0.648419480196197,-0.755712539592608,0.252668924701324,0.24339770039417,0.274586498737335,-0.538278169535983
"jordan thompson",0.202312138728324,-0.773552627706362,0.558578792587306,0.00275882062261842,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.325924197691457,-0.202276197310323,-0.282973241735512,0.255707712341275,0.239246619164928,0.258324146270752,-0.0323140953965485
"juncheng shang",0.296296296296296,-0.0928205865713554,-0.0382702551934421,0.876026152332483,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.268210217615635,0.213208190711299,0.359591927084166,0.252355899971385,0.257365696188814,0.225118309259415,0.156260761657227
"karen khachanov",0.25,0.648126612425854,-0.804359809947526,-0.963532831952227,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,-0.0887897186363553,-0.152465496537125,-0.125467532383805,0.264546259501753,0.27783933045008,0.274835169315338,-0.184958487064747
"kei nishikori",0.264705882352941,-1.73200620941381,-0.3505062503574,-0.454089000690319,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.259371420781725,0.152395447293308,0.0831816976605865,0.222213530175528,0.236879342495426,0.248240813612938,-0.38490007081982
"kevin anderson",0.241379310344828,2.08552013114975,1.35798331063517,-1.15686260757215,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,-0.310223021988493,-0.220104721060949,-0.130135747984139,0.29220258865416,0.281569177576502,0.267138510942459,0.215325413035619
"laslo djere",0.302325581395349,0.203118484887212,2.13165851468511,0.575584345466057,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.0422230985225799,-0.0763551495443545,0.0397875943506459,0.295408247299574,0.316267596395529,0.294449985027313,0.299394106801824
"liam broady",0.164556962025316,-2.94782827159964,-0.388588941294014,-1.02063968583566,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.176116777453752,-0.278546196903848,-0.428628381486839,0.193409856108099,0.215417909566526,0.249400094151497,-0.734903715591059
"lorenzo musetti",0.267716535433071,-0.571785390768681,0.492948669733469,0.221171609674117,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,0.210767094077587,-0.224479441249084,0.267378998203298,0.233186942458015,0.30870520163048,0.214791268110275,-0.110060251476756
"lorenzo sonego",0.317647058823529,-0.133683126523014,-0.173526201683821,-0.81497933448725,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.363709299548645,0.39741754988743,-0.00814694531102308,0.258061220106058,0.245080879922304,0.31925967335701,-0.160868537417041
"lucas pouille",0.22,0.140452769231276,-0.884679508709596,-0.0201851376161585,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.408209526167825,-0.564994058006971,-0.647405113669882,0.286876230603277,0.323164693917208,0.348148018121719,-0.100208811592128
"marcos giron",0.214285714285714,-1.26097494238684,0.138398850324793,-0.680615686661311,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,-0.0492250770339568,-0.111700437959277,0.141591845302949,0.222350169895291,0.234681577444234,0.186258882284164,-0.387953634023201
"marin cilic",0.277777777777778,-0.144958243305527,-0.100664582926229,-0.973862035566449,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.222831247253451,0.484269559505798,0.531132997342055,0.241271736341569,0.189352917070269,0.172644779086113,-0.271423027357747
"marton fucsovics",0.221311475409836,-0.15554117750403,0.107067617516877,1.30017088825285,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.494784217689705,-0.166022780243219,-0.237630858126832,0.30237108161676,0.251626288573524,0.26834836602211,0.224828930861271
"matteo berrettini",0.271910112359551,1.58407131041054,0.140564829245492,0.206967868051795,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,-0.196834604244181,-0.212481638973559,-0.370793065585778,0.304157170647766,0.310708048261849,0.345305263996124,0.325892709137184
"mattia bellucci",0.333333333333333,0.796363450095054,0.0646840190884195,0.70730637902654,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.149421501294441,0.243611704682339,0.272558828037843,0.308853878207765,0.288851224907527,0.279382765293121,0.367639522888346
"maxime cressy",0.507936507936508,3.39891276728286,2.35908522465454,0.93916133073905,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.955645041910395,0.843779599729404,0.95116458807062,0.351374903905241,0.35386716347874,0.319662034511566,0.978882964468539
"maximilian marterer",0.258064516129032,1.13597683173124,-0.0941265067421022,0.362364396293005,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.306927589939402,-0.323219791282063,-0.214056005855289,0.308347909747967,0.317082607316084,0.300434976816177,0.338736224463376
"mikael ymer",0.270833333333333,-0.0482665889985205,-1.24002231554502,1.46356600886904,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.0112394087911073,0.123284471260102,0.116519528584774,0.272674665409081,0.248322291735554,0.247769340872765,0.27300552788139
"miomir kecmanovic",0.140350877192982,0.251238055379691,-0.357176362016444,-1.4690653493176,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,-0.714139572281714,-0.565033565308734,-0.37503188925364,0.257347075608996,0.243522784918258,0.214585065841675,-0.331884559276932
"nick kyrgios",0.288888888888889,1.61956965205786,1.86253455318087,-0.310584831564498,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,-0.238003440780477,-0.175007417515252,-0.187520522405092,0.327880563432674,0.320844245596338,0.326006889343262,0.284208413784366
"nicolas jarry",0.25531914893617,1.51991714358893,0.484868074766258,-0.638691476604044,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.294055088466906,-0.293671275533391,-0.46413892738541,0.303493663850099,0.30894184960589,0.347191274166107,0.127575831186071
"nikoloz basilashvili",0.416666666666667,-0.142114371120028,-0.284915773399223,-0.71631438884764,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.910673983678233,0.871195915556844,0.647343590168348,0.267472590015374,0.257591259241348,0.288530826568604,-0.256055410549739
"novak djokovic",0.273841961852861,-0.455389751815951,1.30643544377133,0.873517384063427,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,-0.132091799893774,-0.271886954322437,-0.241124695921655,0.295482323246255,0.323486969663563,0.321570426225662,0.125495848588774
"oscar otte",0.258064516129032,1.22844854666622,0.519236734086306,2.57086453915022,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.408168033674205,-0.18359563318323,-0.122494653925528,0.324933949091897,0.291588032055372,0.282311230897903,0.794149178246087
"pablo andujar",0.304347826086957,-0.689621590137207,-1.4006850250631,-2.04050085930647,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.341453161858638,0.155144178708748,0.238214929980257,0.248408170275768,0.276019383543713,0.257195323705673,-0.639028305108745
"pedro cachin",0.172413793103448,-1.08471090377618,-1.02840916861555,-0.872462419159419,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,-0.568272281883998,-0.596536583057233,-0.949331061590692,0.265512816356277,0.281337972268456,0.360325336456299,-0.524629005931445
"pedro martinez",0.297297297297297,-1.29595786432894,-0.669230036888774,0.178212897920029,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.218976928526453,0.115766430375057,0.143185768732466,0.261422701948163,0.276159007104194,0.268954962491989,-0.297966669554033
"philipp kohlschreiber",0.254901960784314,-0.597803067196655,-0.177366115780719,0.589288328901459,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.0796369920116386,-0.0815435262396827,-0.201218480185633,0.267948745587009,0.269791343789724,0.294731348752975,0.0681866703439647
"quentin halys",0.352941176470588,1.44175514960446,-0.0227298049806658,1.74862719000338,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,0.0925928283486577,0.289356400323422,0.429221684431936,0.3377718603623,0.300106347414771,0.267980605363846,0.552135474092768
"rafael nadal",0.321428571428571,0.0626444262359902,-0.637111394840179,-0.697812326528169,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.294346631804007,0.129838714978613,0.368112769981683,0.273206293495426,0.297720762294043,0.248563960194588,-0.138368330809919
"ricardas berankis",0.25,-0.779141740672084,-1.27597210575536,-1.61888783894325,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,0.0673460323127047,-0.0348974673079341,-0.00709672295358459,0.238966820962163,0.256372078577266,0.251404732465744,-0.550577817982001
"richard gasquet",0.301369863013699,-0.208029874378473,-0.526661258362106,-0.807796667047498,-0.500508366066375,-0.87726700108649,-0.578140171562011,2.84347084357614,0.387713945810922,0.183597995093837,-0.122108114422917,0.237851386383396,0.267845915815948,0.325540065765381,-0.360129968481377
"roberto bautista agut",0.23015873015873,-0.795392438874942,-0.670363007448776,0.308840827923836,-0.500508366066375,1.13032478986144,-0.578140171562011,-0.34872755628764,-0.157005675883184,-0.144149307414485,-0.210782614764444,0.255880686931661,0.256479571886254,0.271881252527237,-0.0719408851807125
"roberto carballes baena",0.320512820512821,0.178149388847078,-0.0255500488840223,0.496853871514695,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.0914323661906861,0.145128097853151,0.104576297824217,0.305533620827369,0.294013257231357,0.299812883138657,0.0947444301477271
"roger federer",0.333333333333333,-0.394353469312224,-0.709122785178497,0.0988051780855852,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.349367741379458,0.368423006361927,0.295496141252309,0.276097046230535,0.266061392779727,0.274842530488968,-0.155697423503956
"roman safiullin",0.328125,0.830489916321058,0.100920884130471,0.186644927844235,-0.500508366066375,-0.87726700108649,1.71514917563397,-0.34872755628764,0.183482725465315,0.136308715637976,0.159281267990209,0.298065355936497,0.303235805631046,0.296596705913544,0.154402585493575
"salvatore caruso",0.369565217391304,-0.159919483933594,-1.18682470462674,-2.23329599717441,1.98117894901273,-0.87726700108649,-0.578140171562011,-0.34872755628764,0.997830361310735,0.788655109990325,0.635461810965366,0.206092468549737,0.225561290490909,0.243781268596649,-0.647195842195283
