"ServerName","win_rate","expected_win_rate","overperformance","ace_pct","avg_speed","sd_speed","location_entropy","n_serves"
"laslo djere",0.688172043010753,0.586800147832871,0.101371895177882,0.10752688172043,115.408602150538,8.70936097982807,2.66215125448435,93
"grigor dimitrov",0.703883495145631,0.604804302704835,0.0990791924407961,0.128640776699029,120.70145631068,8.38813307374214,2.73041005015987,412
"philipp kohlschreiber",0.63855421686747,0.542440336370899,0.0961138804965705,0.0240963855421687,108.578313253012,11.054323160412,2.5680611313232,83
"novak djokovic",0.653104925053533,0.566203503272549,0.086901421780984,0.0935046395431834,117.201284796574,6.92517342162254,2.55248201476263,1401
"marin cilic",0.66412213740458,0.580011500820033,0.084110636584547,0.137404580152672,120.091603053435,6.85728179122736,2.3309153983458,131
"roger federer",0.618421052631579,0.54377547985787,0.074645572773709,0.0657894736842105,113,7.56761008951706,2.42157846673632,228
"alexander zverev",0.684955752212389,0.610391452122852,0.0745643000895374,0.148672566371681,125.012389380531,6.96099992744993,2.69458886239094,565
"arthur rinderknech",0.6875,0.615392783431514,0.0721072165684858,0.171875,121.3125,8.05708797684788,2.51579879802886,64
"daniil medvedev",0.639766081871345,0.567912944884443,0.0718531369869019,0.106432748538012,118.143859649123,6.74088032242542,2.45688481820471,855
"stefanos tsitsipas",0.649709302325581,0.588409888279094,0.061299414046487,0.120639534883721,119.197674418605,6.68670020632756,2.68365966566336,688
"andrey rublev",0.642512077294686,0.581230124683984,0.0612819526107019,0.0901771336553945,118.821256038647,7.90601643301968,2.7501233924157,621
"brandon nakashima",0.640692640692641,0.580012370537981,0.0606802701546599,0.125541125541126,115.502164502165,7.01171346600409,2.50838401338407,231
"david goffin",0.618705035971223,0.563954477589148,0.0547505583820747,0.0695443645083933,110.954436450839,8.27881539576344,2.72689956425741,417
"jannik sinner",0.640591966173362,0.587054886787518,0.0535370793858437,0.104651162790698,118.987315010571,6.34375481589219,2.85234684352218,946
"dominic stricker",0.645833333333333,0.593536654148836,0.0522966791844969,0.125,115.4375,6.82581535929217,2.78259025975059,48
"emil ruusuvuori",0.610294117647059,0.558352745753962,0.0519413718930968,0.0367647058823529,120.75,5.8102718748144,3.01706257714591,136
"pablo andujar",0.578125,0.526204366067706,0.051920633932294,0.03125,110.078125,4.35089732580333,2.77722237133714,64
"holger rune",0.644490644490645,0.594051797938784,0.0504388465518606,0.11018711018711,118.035343035343,8.62390079570521,2.73609524014116,481
"matteo berrettini",0.66754617414248,0.618670654205472,0.0488755199370087,0.178100263852243,123.069920844327,7.57850103470072,2.52979457437567,758
"daniel evans",0.613636363636364,0.566942901759591,0.0466934618767726,0.0811688311688312,114.25,7.21285271578966,2.7102505991754,308
"radu albot",0.571428571428571,0.525099648853163,0.0463289225754082,0,109.607142857143,10.3542415202813,2.53351574757879,28
"rafael nadal",0.605042016806723,0.55938383016186,0.0456581866448627,0.0588235294117647,113.022408963585,7.49453372489759,2.78697275045652,357
"yoshihito nishioka",0.59,0.545839341247974,0.0441606587520258,0.01,104.17,9.30955303856086,2.99959065175733,100
"sebastian korda",0.579545454545455,0.540158051098734,0.039387403446721,0.0625,113.363636363636,6.02031193910713,2.52128305844781,176
"marco cecchinato",0.545454545454545,0.506559659252846,0.0388948862016996,0,115.393939393939,6.69393099166791,2.42806998518762,33
"denis shapovalov",0.631578947368421,0.592714620159229,0.038864327209192,0.0980036297640653,117.50998185118,8.9458670091347,2.81209118901206,551
"carlos alcaraz",0.620335820895522,0.582475938573027,0.0378598823224953,0.0680970149253731,118.899253731343,8.12743503139389,2.97226127308306,1072
"jason kubler",0.604878048780488,0.569729698259237,0.0351483505212505,0.0926829268292683,116.351219512195,7.6256507903318,2.57635664578689,205
"alejandro davidovich fokina",0.595854922279793,0.561966954609141,0.0338879676706521,0.0414507772020725,113.362694300518,7.94073470800631,2.96248239799051,193
"marton fucsovics",0.59478672985782,0.561043554655766,0.0337431752020541,0.0616113744075829,116.265402843602,7.00733834579425,2.7823592613449,422
"jordan thompson",0.630281690140845,0.596560850939681,0.033720839201164,0.116197183098592,115.644366197183,9.24902458536143,2.70427990820222,284
"cameron norrie",0.599528857479388,0.567957740723867,0.031571116755521,0.0683156654888104,112.302709069494,7.53773555352862,2.85894764852908,849
"gael monfils",0.638297872340426,0.608270202610798,0.0300276697296278,0.159574468085106,113.744680851064,10.6373734949404,2.3936506849192,188
"francisco cerundolo",0.55952380952381,0.53005138264093,0.0294724268828793,0.0119047619047619,112.654761904762,4.93449634304203,2.94784889050233,84
"jiri lehecka",0.62962962962963,0.600845836964805,0.0287837926648243,0.118518518518519,116.585185185185,8.33208614216007,2.82851811454993,135
"max purcell",0.613636363636364,0.585898200167792,0.0277381634685712,0.113636363636364,116.477272727273,7.45369780670356,2.68091245071614,44
"thiago seyboth wild",0.575342465753425,0.549056766946375,0.0262856988070501,0.0821917808219178,112.561643835616,6.62693640750859,2.4479366885095,73
"alejandro tabilo",0.614814814814815,0.590766311796524,0.0240485030182905,0.111111111111111,115.192592592593,7.76857071728751,2.78844515074464,135
"hubert hurkacz",0.6312625250501,0.607837428506243,0.0234250965438573,0.134268537074148,121.138276553106,8.42513200090074,2.72026006328571,499
"taylor fritz",0.623737373737374,0.60075105827519,0.0229863154621841,0.138888888888889,119.987373737374,8.56165810776172,2.54864573590358,792
"alex de minaur",0.621900826446281,0.598943210450839,0.0229576159954421,0.103305785123967,118.572314049587,7.71335173891134,2.96924277353976,484
"karen khachanov",0.588235294117647,0.566456489858009,0.0217788042596382,0.0992647058823529,117.268382352941,5.40650424474722,2.63587053905715,272
"dominic thiem",0.595744680851064,0.575500120843556,0.0202445600075074,0.117021276595745,119.404255319149,6.51436650372574,2.49246039992429,94
"andy murray",0.590405904059041,0.570406690647631,0.0199992134114098,0.0848708487084871,115.70479704797,9.06445719889006,2.54713541398655,271
"maximilian marterer",0.555555555555556,0.536474506611363,0.0190810489441926,0.0317460317460317,120.380952380952,6.30265835216756,2.62249917611817,63
"quentin halys",0.661691542288557,0.643630038577711,0.0180615037108467,0.223880597014925,119.179104477612,8.86779347944176,2.48173220084289,201
"diego schwartzman",0.557692307692308,0.541034757517002,0.0166575501753061,0.0128205128205128,103.86858974359,7.87882754010463,3.01636590348615,312
"lorenzo musetti",0.565217391304348,0.5495168843625,0.0157005069418481,0.0471014492753623,115.278985507246,6.72458666953983,2.75444869816681,276
"nick kyrgios",0.624624624624625,0.609471981228128,0.0151526433964962,0.174174174174174,120.825825825826,8.0995124607659,2.38689942308621,333
"pedro martinez",0.546666666666667,0.532224107901715,0.0144425587649515,0.0266666666666667,108.62,6.04087864181202,2.80516766569353,150
"federico delbonis",0.571428571428571,0.558393826505728,0.0130347449228435,0.0634920634920635,114.333333333333,6.55251736899398,2.78627767472391,63
"gijs brouwer",0.582089552238806,0.569349904766026,0.0127396474727801,0.0895522388059701,113.10447761194,8.99854252232029,2.52817345769689,67
"christopher eubanks",0.588652482269504,0.57661973673545,0.0120327455340538,0.124113475177305,119.645390070922,5.48908298841518,2.53129107092657,282
"james duckworth",0.606986899563319,0.596302392526974,0.0106845070363445,0.11353711790393,119.266375545852,7.5657211399257,2.82046001075269,229
"fabio fognini",0.568862275449102,0.558626887381134,0.0102353880679674,0.0658682634730539,112.191616766467,5.71400112146495,2.87675837038011,167
"frances tiafoe",0.604414261460102,0.594232876774667,0.0101813846854345,0.108658743633277,120.067911714771,7.20252265087796,2.85077797862674,589
"casper ruud",0.588235294117647,0.578602044067912,0.00963325004973536,0.0941176470588235,114.101960784314,6.96316207347267,2.82236234615903,255
"aslan karatsev",0.558441558441558,0.550614070440907,0.00782748800065114,0.0649350649350649,119.311688311688,5.93442175664846,2.60410638670119,77
"cristian garin",0.571808510638298,0.564090165196235,0.00771834544206296,0.0452127659574468,114.609042553191,7.86308323841128,2.95153156819423,376
"miomir kecmanovic",0.543689320388349,0.536789211129276,0.00690010925907358,0.0194174757281553,115.932038834951,6.88314527956904,2.76969738224989,103
"alex molcan",0.542372881355932,0.535592808323227,0.00678007303270556,0.0338983050847458,112.593220338983,7.94836492417497,2.55993703238019,59
"jack draper",0.616438356164384,0.610333950409418,0.00610440575496551,0.157534246575342,117.732876712329,7.93185728208192,2.63327765295531,146
"ugo humbert",0.599431818181818,0.594696962828918,0.00473485535290052,0.110795454545455,114.946022727273,8.16321651031956,2.83280441949323,352
"tommy paul",0.595744680851064,0.591109187734017,0.00463549311704647,0.0735009671179884,111.456479690522,10.5525880209546,2.97791774673082,517
"ben shelton",0.619047619047619,0.614859971688854,0.00418764735876487,0.123015873015873,116.865079365079,10.6414608039256,2.8306007106283,252
"mattia bellucci",0.6,0.595916289811835,0.00408371018816533,0.1125,113.925,9.82476205142336,2.70454898481477,80
"botic van de zandschulp",0.616071428571429,0.612513395894982,0.00355803267644672,0.147321428571429,120.071428571429,7.84343921741011,2.74636630451993,224
"alexei popyrin",0.6,0.597357958875197,0.00264204112480249,0.157894736842105,117.294736842105,5.94276546451073,2.57557906921085,95
"nicolas jarry",0.598484848484849,0.597529431358085,0.000955417126763169,0.113636363636364,122.44696969697,7.50095606520959,2.79746136013561,132
"pedro cachin",0.569230769230769,0.568312569259975,0.000918199970794009,0.107692307692308,117.276923076923,6.2010777599233,2.51431177347593,65
"alexander bublik",0.643874643874644,0.644638703523445,-0.000764059648801552,0.202279202279202,124.703703703704,7.39134342808922,2.76140417129456,351
"ricardas berankis",0.539325842696629,0.540880793632898,-0.0015549509362689,0.0224719101123595,110.584269662921,8.64029801248993,2.74151710870698,89
"roman safiullin",0.574803149606299,0.577598129826004,-0.00279498021970437,0.0866141732283465,120.204724409449,6.06360281434344,2.86271710808862,127
"stan wawrinka",0.569620253164557,0.574840069917381,-0.00521981675282357,0.0886075949367089,119.130801687764,7.0105686402501,2.72317789321735,237
"yannick hanfmann",0.560240963855422,0.567386704594477,-0.00714574073905516,0.072289156626506,115.433734939759,7.4592919821369,2.7659569729722,166
"roberto bautista agut",0.530701754385965,0.539012032874099,-0.0083102784881337,0.0219298245614035,108.754385964912,8.28837241214735,2.77317363595232,228
"steve johnson",0.566037735849057,0.57721005754425,-0.011172321695193,0.132075471698113,117.207547169811,8.44520458049336,2.23451938700277,53
"liam broady",0.528301886792453,0.540332850284877,-0.0120309634924237,0.0314465408805031,108.433962264151,8.13457093691369,2.72174625993952,159
"kei nishikori",0.539325842696629,0.552021961360831,-0.0126961186642017,0.0449438202247191,108.808988764045,7.98987484896635,2.81112910089213,89
"lorenzo sonego",0.554973821989529,0.568363566801602,-0.0133897448120728,0.0418848167539267,118.471204188482,8.13555925132205,2.97793372663673,191
"guido pella",0.534246575342466,0.550582994984177,-0.0163364196417114,0.0410958904109589,115.068493150685,7.50060880329666,2.76737510092493,73
"dusan lajovic",0.532110091743119,0.549390983097585,-0.0172808913544655,0.0458715596330275,111.651376146789,7.17296383134071,2.78161497950557,109
"john millman",0.545454545454545,0.562822141236338,-0.0173675957817927,0.0909090909090909,113.787878787879,6.01156616356568,2.65251300262178,66
"aleksandar kovacevic",0.566037735849057,0.585422952031692,-0.019385216182635,0.132075471698113,118.150943396226,6.22153897117195,2.57283968194294,53
"yibing wu",0.587301587301587,0.606892325300752,-0.0195907379991644,0.126984126984127,120.460317460317,8.12170607538914,2.81359796013455,63
"juncheng shang",0.56989247311828,0.589608807815846,-0.0197163346975668,0.129032258064516,117.634408602151,7.44075870698529,2.57893575080648,93
"jaume munar",0.566929133858268,0.587660397519811,-0.0207312636615434,0.0708661417322835,117.314960629921,9.54745938731378,2.93775997075665,127
"sam querrey",0.614285714285714,0.635111417371022,-0.0208257030853075,0.2,119.9,10.1583834158388,2.43378268844232,70
"tim van rijthoven",0.620967741935484,0.642752665013355,-0.0217849230778712,0.217741935483871,122.846774193548,8.51879257336076,2.49983736190392,124
"alexandre muller",0.528735632183908,0.551595224365279,-0.0228595921813707,0.0402298850574713,110.793103448276,9.34457640730767,2.69624265695115,174
"maxime cressy",0.603603603603604,0.629459375605214,-0.0258557720016105,0.171171171171171,120.099099099099,10.3158791587224,2.59908313814758,111
"aljaz bedene",0.545454545454545,0.572056170723207,-0.0266016252686614,0.0909090909090909,116.072727272727,8.02739417488996,2.60535918177432,55
"yosuke watanuki",0.603174603174603,0.631359595238167,-0.0281849920635636,0.206349206349206,122.412698412698,7.4760583901371,2.50318696538175,63
"fabian marozsan",0.559322033898305,0.587612868648414,-0.0282908347501093,0.101694915254237,114.237288135593,7.16634611618262,2.89348102013531,59
"richard gasquet",0.514705882352941,0.543942562649395,-0.0292366802964541,0.0514705882352941,111.492647058824,7.33231944862825,2.61277717650107,136
