"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"jack sock",0.570342205323194,0.891506496843675,0.545348216376839,-0.526012782961528,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.137640449016534,0.0860834041512289,-0.0190793507083203,0.54928064952113,0.559796562488452,0.572576105594635,0.306525276800003
"james duckworth",0.554959785522788,0.271110786549157,0.905293264348513,1.36089227645058,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.0478680590428038,-0.0388963709730549,0.00615886130055575,0.547635079712323,0.55972478337451,0.554238677024841,0.404806094397718
"jannik sinner",0.596868884540117,0.479758037026295,-0.0228421070020759,1.12827268270986,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.351392681970366,0.235983812661607,0.324638896430232,0.543099250449003,0.567959700154958,0.558858633041382,0.192395698233697
"jason kubler",0.559485530546624,0.0926798736843683,-0.253936846258278,-0.666070171656958,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.170441321461647,0.204910308952067,0.605648060541019,0.533404829498411,0.53438300407626,0.488573402166367,-0.0805508785299729
"jaume munar",0.504901960784314,0.015939438124373,1.09414292290585,0.732167752977746,-0.181089448698018,-0.223644375566856,2.80448620198832,-1.56602823871233,-0.32456914940173,-0.23171997104528,-0.265986993828087,-0.46525068813621,0.540359438113791,0.537486683278211,0.559375703334808,0.376966081271852
"jenson brooksby",0.5,-3.01109435905459,0.176798681356531,-1.33844496502831,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.0373860123099218,-0.215855792714553,-0.308694124869204,0.494279242838074,0.526443402374967,0.536143362522125,-0.679672095669053
"jiri lehecka",0.569444444444444,0.25475597362286,-0.498507238652286,1.21802812624728,-0.181089448698018,-0.223644375566856,-0.353718980430959,-1.56602823871233,3.05635949019963,0.144049574346053,0.222465033549644,0.254555474351461,0.54740217293174,0.542191377373443,0.539639890193939,0.00252688781962925
"jiri vesely",0.53125,1.98671343754701,-0.194557030294275,-1.12032979244157,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.167753260941301,-0.165696878642771,-0.397745215966642,0.556919377654159,0.551548687281564,0.577819883823395,0.305374187685041
"john isner",0.552631578947368,1.9334542806859,0.0367417191671957,-0.775602161373324,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.040302099517716,-0.0702246357919605,-0.269656196818733,0.558798551839405,0.561234444210002,0.584204196929932,0.37892847225342
"john millman",0.481132075471698,-1.22512706857383,1.51557869794579,0.120521302041101,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.317281478089664,-0.231021981055258,0.153963351194192,0.529682059168308,0.509433410940535,0.463105320930481,0.153330320091831
"jordan thompson",0.544857768052516,-0.515538052884658,1.4287295079306,-0.303481434090557,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.0637198363533309,0.0924386827647657,0.0220960330441449,0.535107444665437,0.533533572150148,0.542270660400391,0.251223146067991
"juncheng shang",0.564625850340136,0.137538591761822,0.418325250224727,0.385482078494736,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.129602365826267,0.0925552205218057,0.0517853569154891,0.544794271182751,0.553287377986056,0.558562576770782,0.179397651589742
"karen khachanov",0.565,0.591753798806746,-1.50366816336083,0.968086365354825,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,0.149880857831313,0.36083320927372,0.514195135930807,0.542065433356032,0.520796146941057,0.504795610904694,-0.178213565043472
"kei nishikori",0.528455284552846,-1.46535403504642,-0.0379963113800795,0.244596455322539,-0.181089448698018,-0.223644375566856,-0.353718980430959,-1.56602823871233,3.05635949019963,-0.00115643643535069,-0.0429059768994215,-0.0677761969030313,0.528632240895902,0.533711478964745,0.536390841007233,-0.31593454777892
"kevin anderson",0.459459459459459,1.45037082460361,-0.918962927838029,-1.80972146475739,-0.181089448698018,-0.223644375566856,-0.353718980430959,0.633449624647684,-0.32456914940173,-0.516145048665985,-0.556744139129881,-0.400719934862851,0.538439278416108,0.527663370532556,0.506377637386322,-0.046419666913051
