server_name,random_intercept,group,model,label
Mariano Navone,-0.0432825626971684,m_second,speed_ratio_z,Average
Matteo Arnaldi,0.00636032716574985,m_second,speed_ratio_z,Average
Matteo Berrettini,-0.00124797533248135,m_second,speed_ratio_z,Average
Mattia Bellucci,0.0050943055490663,m_second,speed_ratio_z,Average
Max Purcell,0.0397175000013811,m_second,speed_ratio_z,Average
Maximilian Marterer,0.0224240637974932,m_second,speed_ratio_z,Average
Miomir Kecmanovic,0.0287436211563678,m_second,speed_ratio_z,Average
Nicolas Jarry,-0.0427714452466135,m_second,speed_ratio_z,Average
Novak Djokovic,0.118947168663151,m_second,speed_ratio_z,Over-performer
Nuno Borges,0.0265114130375392,m_second,speed_ratio_z,Average
Pavel Kotov,-0.0393765168441144,m_second,speed_ratio_z,Average
Pedro Martinez,0.00470897753138157,m_second,speed_ratio_z,Average
Rinky Hijikata,-0.0851462494348225,m_second,speed_ratio_z,Average
Roberto Bautista Agut,0.00607756824914844,m_second,speed_ratio_z,Average
Roberto Carballes Baena,0.0753482488652902,m_second,speed_ratio_z,Average
Roman Safiullin,0.0270630312844588,m_second,speed_ratio_z,Average
Sebastian Baez,-0.0385254367141034,m_second,speed_ratio_z,Average
Sebastian Korda,-0.00917027277872466,m_second,speed_ratio_z,Average
Sebastian Ofner,0.00478624007878403,m_second,speed_ratio_z,Average
Stan Wawrinka,0.03808746374666,m_second,speed_ratio_z,Average
Stefanos Tsitsipas,0.0145312398143466,m_second,speed_ratio_z,Average
Sumit Nagal,0.00198881664920969,m_second,speed_ratio_z,Average
Tallon Griekspoor,-0.0526705073475133,m_second,speed_ratio_z,Average
Taylor Fritz,0.0467063798503978,m_second,speed_ratio_z,Average
Thanasi Kokkinakis,0.00761671186512331,m_second,speed_ratio_z,Average
Thiago Monteiro,-0.0176427342945957,m_second,speed_ratio_z,Average
Thiago Seyboth Wild,0.0308019719930558,m_second,speed_ratio_z,Average
Tomas Machac,0.0790430560600224,m_second,speed_ratio_z,Average
Tommy Paul,0.000321432496442594,m_second,speed_ratio_z,Average
Ugo Humbert,-0.00550680359229049,m_second,speed_ratio_z,Average
Yunchaokete Bu,-0.0523098831579173,m_second,speed_ratio_z,Average
Zizou Bergs,-0.0289364068065158,m_second,speed_ratio_z,Average
Ajla Tomljanovic,0.0712660480112938,f_first,Speed_MPH_z,Average
Amanda Anisimova,-0.0236100139375048,f_first,Speed_MPH_z,Average
Ana Bogdan,0.00813034100161865,f_first,Speed_MPH_z,Average
