"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","rf_weighted_baseline"
"adrian mannarino",0.495238095238095,-1.62362982466494,3.02091998367212,-0.356611446083069,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,-0.737314655173653,-0.5741710504141,-0.683580523083471,0.599088566319951,0.57415926445414,0.602306306362152,-0.25814516451635
"alejandro davidovich fokina",0.595854922279793,-0.62929956363259,0.170673151857322,1.48989117940815,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,0.321210779142018,0.250048788181119,0.203339954077463,0.571778823851318,0.568763953366794,0.558530211448669,-0.0722920762639306
"alejandro tabilo",0.614814814814815,-0.20053548806385,0.0448344434288643,0.543259458763333,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,0.443533970316837,0.421377649880599,0.432791244031533,0.575955522982332,0.565687323482102,0.540134847164154,0.0769924218990046
"aleksandar kovacevic",0.566037735849057,0.492636669657624,-1.08592743085279,-0.629472121068259,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,0.0300443530961076,-0.00711698457826504,-0.00507509476312107,0.577150137227124,0.572023735175862,0.562643527984619,0.260217808342428
"aleksandar vukic",0.464285714285714,-0.132690869568775,-1.79346113809302,-0.163316756100909,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,-1.8975227515349,2.21647510808534,-0.72728724843669,-0.611996035969842,-0.603489607187664,0.566924337542889,0.548071978232188,0.558314919471741,-0.137324485616808
"alex de minaur",0.621900826446281,0.591368167163445,0.00447359392378167,1.52666253749194,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,0.256126331152019,0.446324067133282,0.188667029499717,0.605690415406997,0.569564697189827,0.586964905261993,0.364749649936237
"alex molcan",0.542372881355932,-0.80959526269999,0.176250256243004,-0.699652829794444,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,-0.113027818407977,-0.18370488451352,-0.231472669642426,0.57077606432466,0.571071826869231,0.575836777687073,-0.138033231617305
"alexander bublik",0.643874643874644,2.02801611004934,-0.230889850940066,0.396176869778309,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,0.248582987683264,0.297776588429884,0.42737603076666,0.628575872765127,0.610644868401018,0.570076286792755,0.876628094302125
"alexander zverev",0.684955752212389,2.1003443533399,-0.545438033024662,0.0327518453437326,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,0.781953485327957,0.777035633772507,0.510301933736333,0.60519725644277,0.590083107039036,0.597656846046448,0.883427286421784
"alexandre muller",0.528735632183908,-1.23138124823953,1.19677405449398,0.0417472438282462,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,-0.219883473688639,-0.36102382509152,-0.555853798476459,0.570052701744006,0.580241551202588,0.615009605884552,-0.228686120348702
"alexei popyrin",0.6,0.292018628062824,-1.28968954089598,-0.614571914796521,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,0.356585506462711,0.256120476485239,0.25380571995182,0.571648739759825,0.572128083299734,0.5544593334198,0.173906960025431
"aljaz bedene",0.545454545454545,0.00568916067120816,0.234014593585099,-0.452590501949132,-0.0894427190999916,-0.0894427190999916,-0.181089448698018,0.522786880524922,-0.447557473748001,-0.198078609313571,-0.272824404064603,-0.342591210062091,0.584136419479693,0.585616149805013,0.59700882434845,0.164444562399469
