"event","accuracy","log_loss"
"WIM men 1st",0.649785086899645,1.45400196883506
"WIM men 2nd",0.63276976628543,1.15267566209804
"WIM women 1st",0.775812948226741,0.414131348855649
"WIM women 2nd",0.738508487507152,0.452585712816037
"USO men 1st",0.726049144119271,0.88664855740883
"USO men 2nd",0.657944365865158,0.894382494836457
"USO women 1st",0.770478749875585,0.413081250592432
"USO women 2nd",0.72429648703329,0.474399135142723
