"ServerName","win_rate","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","performance_lm","performance_rf","performance_xgb","pred_lm","pred_rf","pred_xgb","weighted_avg"
"john isner",0.476923076923077,2.91327493571899,0.401605011865101,1.26382489855385,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,0.00769811036258083,0.0147945655102148,0.0530951331628069,0.474325764785455,0.474243739029366,0.489935338497162,0.60833953872613
"john millman",0.5,-1.6838573346045,1.92209363149899,-1.78760456690013,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,-0.114844599313871,0.195877336199082,0.123081943901777,0.46415433773707,0.481480318713345,0.485905587673187,-0.446751149181015
"jordan thompson",0.457792207792208,-0.542545888508669,-0.258967485535106,0.0726580554037953,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,-0.0767692515692138,0.147191035635879,-0.0622515651840137,0.473990878673516,0.491655218859219,0.476950913667679,-0.0573467021733713
"juncheng shang",0.434426229508197,-1.88817079347936,1.63261830782222,0.103781773615127,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,0.165510443262156,-0.00864794406098647,-0.103565817423709,0.489859450440118,0.486607780312001,0.489445865154266,-0.126917743696471
"kamil majchrzak",0.45,0.853962796934194,0.196059789444956,-0.804663660879858,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,-0.11548222381162,-0.271557675127704,-0.154495613710742,0.473651456737776,0.459578801189549,0.458772927522659,-0.0253683858173468
"karen khachanov",0.514124293785311,0.648183698394391,-0.48358599439334,0.210208226897245,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,0.126872532335857,0.0694029864235466,0.0680846336602241,0.47285288169269,0.466245045083255,0.455579280853271,0.162687572689357
"kei nishikori",0.509615384615385,-1.17483242964576,-0.806809976018185,-0.186189306847865,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,0.0231554874919398,0.162746844281115,0.163513408533915,0.468824824537464,0.475497926388792,0.487435966730118,-0.373502835881506
"kevin anderson",0.448717948717949,2.15305616079337,0.106890220629974,-0.0983004612065475,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,0.103451468295757,-0.248255075445993,-0.0762885705688584,0.484212009100078,0.461941378396785,0.482375055551529,0.35960782231894
"laslo djere",0.475490196078431,-0.0528113848545272,1.02054158178014,0.387850709826969,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,0.0997739271433756,0.0325452972265212,0.172975120683988,0.478937449578159,0.476197036823583,0.525561273097992,0.0794480723008551
"lloyd harris",0.425531914893617,0.711892995676781,0.31569623944189,-0.453358290225293,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,-0.0326107649954892,-0.312264005095807,-0.285964524668936,0.482218630998903,0.464442871761446,0.446738809347153,0.0670350641929663
"lorenzo musetti",0.537688442211055,-0.399486226642264,-0.258570998095329,0.533645258897562,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,0.268674565569469,0.265888901666014,0.280432285984381,0.475044674867096,0.474593983648033,0.49158376455307,0.0192020007033342
"lorenzo sonego",0.45360824742268,0.162666924204733,-0.77096393996143,0.415252066057035,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,-0.311513887262287,-0.298896696741085,-0.0595767203517619,0.463726818476547,0.456098628924613,0.482056677341461,-0.121002517664091
"luca nardi",0.52,-1.24815027694296,-1.59143160194508,-3.55523568650214,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,-0.649644459058374,-0.439451653863997,-0.205116547497619,0.435143432675955,0.422100668928111,0.371679246425629,-0.708787773762799
"luca van assche",0.392156862745098,-1.18812535119441,-1.11853007227766,0.100830805458952,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,-0.656224840990432,-0.334566689112701,-0.21264132449003,0.459193012938349,0.473830502914288,0.502271115779877,-0.446067200957209
"luciano darderi",0.591836734693878,-0.966275231924492,-0.163587483122916,-2.70715747717564,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,0.400510630462499,0.222328889815771,0.021246975805719,0.47093926334176,0.452755297522231,0.361555427312851,-0.540342403160494
"mackenzie mcdonald",0.467741935483871,-0.129170246032409,0.138718207204335,0.0644497275951108,-0.471715455993728,-0.871083080434134,1.38448974235633,-0.210509195725897,0.118462290581975,0.0202388042841914,-0.0639357000729783,0.481294433715492,0.477785717555027,0.466140896081924,-0.0553491868488114
"marco cecchinato",0.521739130434783,1.05330524655403,-1.84137003420525,-3.4713497581187,2.10699570343865,-0.871083080434134,-0.717883570110689,-0.210509195725897,-0.623147502846434,-0.19400449799615,-0.060868140896558,0.43606060300572,0.441854202979074,0.410951197147369,-0.470048052263311
"marcos giron",0.452054794520548,-1.4888650557592,0.308779047195045,0.292919299662252,-0.471715455993728,1.14099614761091,-0.717883570110689,-0.210509195725897,0.00907247319950181,-0.242519608723696,-0.135590230744318,0.479129009647098,0.46129329604005,0.462023198604584,-0.159201710690569
