"cluster","avg_speed","sd_speed","ace_pct","location_entropy"
"1",87.3955395070052,6.04082010934741,0.0014895807870451,2.7532900076035
"2",80.2711941314903,5.73522644616675,0.00285758292561152,2.52684399090116
"3",86.8839285714286,3.87969011531934,0,2.85362447235183
"4",79.4577185311522,7.6875329220376,0.00283776281308161,2.73266716749114
