server_name,random_intercept,group,model,label
Jack Sock,0.0031632954382899,m_second,Speed_MPH_z,Average
James Duckworth,-0.00630109577650214,m_second,Speed_MPH_z,Average
Jannik Sinner,0.0096074970268671,m_second,Speed_MPH_z,Average
Jason Kubler,-0.00678900889640838,m_second,Speed_MPH_z,Average
Jaume Munar,-0.00425626769406836,m_second,Speed_MPH_z,Average
Jenson Brooksby,0.00396958441207463,m_second,Speed_MPH_z,Average
Jiri Lehecka,-0.00631147424358513,m_second,Speed_MPH_z,Average
Jiri Vesely,-0.000144277270473706,m_second,Speed_MPH_z,Average
John Isner,-0.00817551630469674,m_second,Speed_MPH_z,Average
John Millman,-0.00472934426971733,m_second,Speed_MPH_z,Average
Jordan Thompson,-0.016060598155917,m_second,Speed_MPH_z,Average
Juncheng Shang,0.00744314254043524,m_second,Speed_MPH_z,Average
Karen Khachanov,-0.00105294721680013,m_second,Speed_MPH_z,Average
Kei Nishikori,0.00367410654902424,m_second,Speed_MPH_z,Average
Kevin Anderson,-0.00288784543062043,m_second,Speed_MPH_z,Average
Laslo Djere,0.0020439186147935,m_second,Speed_MPH_z,Average
Liam Broady,-0.00215082174106701,m_second,Speed_MPH_z,Average
Lloyd Harris,-0.00364872669168463,m_second,Speed_MPH_z,Average
Lorenzo Musetti,-0.000555496401282492,m_second,Speed_MPH_z,Average
Lorenzo Sonego,-0.00106360200338335,m_second,Speed_MPH_z,Average
Lucas Pouille,-0.00680389530781216,m_second,Speed_MPH_z,Average
Marco Cecchinato,0.000321704583417836,m_second,Speed_MPH_z,Average
Marcos Giron,-0.00647298335410748,m_second,Speed_MPH_z,Average
Marin Cilic,-0.00523391833958061,m_second,Speed_MPH_z,Average
Marton Fucsovics,-0.0106885995627937,m_second,Speed_MPH_z,Average
Matteo Berrettini,-0.0233372146721583,m_second,Speed_MPH_z,Under-performer
Mattia Bellucci,0.00680080874124943,m_second,Speed_MPH_z,Average
Max Purcell,0.000932021584676966,m_second,Speed_MPH_z,Average
Maxime Cressy,0.0108297158078421,m_second,Speed_MPH_z,Average
Maximilian Marterer,-0.00266145809696519,m_second,Speed_MPH_z,Average
Mikael Ymer,0.00468116014181703,m_second,Speed_MPH_z,Average
Miomir Kecmanovic,-0.0109462683667116,m_second,Speed_MPH_z,Average
Nick Kyrgios,-0.0186527180531277,m_second,Speed_MPH_z,Under-performer
Nicolas Jarry,-0.0129337723295571,m_second,Speed_MPH_z,Average
Nikoloz Basilashvili,0.0026615757217454,m_second,Speed_MPH_z,Average
Novak Djokovic,0.0204884030470476,m_second,Speed_MPH_z,Over-performer
Oscar Otte,-0.0123010934245338,m_second,Speed_MPH_z,Average
Pablo Andujar,0.00235842810369716,m_second,Speed_MPH_z,Average
Pedro Cachin,-0.000434277262950307,m_second,Speed_MPH_z,Average
Pedro Martinez,-0.00280416511333805,m_second,Speed_MPH_z,Average
Philipp Kohlschreiber,-0.0015254388957925,m_second,Speed_MPH_z,Average
Quentin Halys,0.00324123509897227,m_second,Speed_MPH_z,Average
Radu Albot,-0.000838274272803072,m_second,Speed_MPH_z,Average
Rafael Nadal,0.00110935944955498,m_second,Speed_MPH_z,Average
Ricardas Berankis,-0.00101085850235768,m_second,Speed_MPH_z,Average
Richard Gasquet,0.00161372175025452,m_second,Speed_MPH_z,Average
Roberto Bautista Agut,-0.00858516610518902,m_second,Speed_MPH_z,Average
Roberto Carballes Baena,0.00603090836273599,m_second,Speed_MPH_z,Average
Roger Federer,-0.00723993905495914,m_second,Speed_MPH_z,Average
Roman Safiullin,0.0124231545425848,m_second,Speed_MPH_z,Average
Salvatore Caruso,0.00127893691110362,m_second,Speed_MPH_z,Average
Sam Querrey,-0.0018002424663687,m_second,Speed_MPH_z,Average
Sebastian Korda,0.00105757455397168,m_second,Speed_MPH_z,Average
Stan Wawrinka,0.00436762992381823,m_second,Speed_MPH_z,Average
Stefan Kozlov,-0.00644711066705871,m_second,Speed_MPH_z,Average
Stefanos Tsitsipas,0.00870722678648365,m_second,Speed_MPH_z,Average
Steve Johnson,-0.0107912746430369,m_second,Speed_MPH_z,Average
Tallon Griekspoor,0.000508410429371897,m_second,Speed_MPH_z,Average
Taro Daniel,0.00488433470390387,m_second,Speed_MPH_z,Average
Taylor Fritz,0.0122787402492139,m_second,Speed_MPH_z,Average
Tennys Sandgren,-0.00433304586507268,m_second,Speed_MPH_z,Average
Thanasi Kokkinakis,-0.00400976694314593,m_second,Speed_MPH_z,Average
Thiago Seyboth Wild,0.00386938282807232,m_second,Speed_MPH_z,Average
Tim Van Rijthoven,-0.00948240524031258,m_second,Speed_MPH_z,Average
Tommy Paul,0.0156811031490992,m_second,Speed_MPH_z,Average
Ugo Humbert,0.0117065574807344,m_second,Speed_MPH_z,Average
Yannick Hanfmann,0.00876120906838293,m_second,Speed_MPH_z,Average
Yibing Wu,-0.00976343844753837,m_second,Speed_MPH_z,Average
Yoshihito Nishioka,0.0112550937126175,m_second,Speed_MPH_z,Average
Yosuke Watanuki,0.000955699396622419,m_second,Speed_MPH_z,Average
Adrian Mannarino,0.0126388302195507,m_second,speed_ratio_z,Average
Alejandro Davidovich Fokina,0.00743923317771652,m_second,speed_ratio_z,Average
Alejandro Tabilo,0.000628459887182281,m_second,speed_ratio_z,Average
Aleksandar Kovacevic,-0.00365564622923095,m_second,speed_ratio_z,Average
Aleksandar Vukic,-0.00126963289118137,m_second,speed_ratio_z,Average
Alex de Minaur,-0.00677294940612469,m_second,speed_ratio_z,Average
Alex De Minaur,0.0082508233810464,m_second,speed_ratio_z,Average
Alex Molcan,-0.00377107542262308,m_second,speed_ratio_z,Average
Alexander Bublik,0.00279969810176171,m_second,speed_ratio_z,Average
