"match_id","year","SetNo","GameNo","PointNumber","player1","player2","ServeNumber","ServeIndicator","PointWinner","ServeWidth","ServeDepth","RallyCount","P1DistanceRun","P2DistanceRun","P1Score","P2Score","state","GameWinner","serving_player_won","speed_ratio","importance","P1BreakPoint","P2BreakPoint","P1GamesWon","P2GamesWon","P1Ace","P2Ace","P1DoubleFault","P2DoubleFault","Speed_MPH","player1_name","player2_name","player1_avg_welo","player2_avg_welo","welo_p1_bt","welo_p2_bt","p_server_beats_returner","ElapsedSeconds"
"2022-usopen-2101",2022,1,1,1,"Iga Swiatek","Jasmine Paolini",2,2,2,"C","NCTL",3,11.708,12.972,"0","15","15-0",0,1,0.849024306744266,18.7,0,0,0,0,0,0,0,0,80,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,0
"2022-usopen-2101",2022,1,1,2,"Iga Swiatek","Jasmine Paolini",1,2,2,"BW","NCTL",9,27.37,28.098,"0","30","30-0",0,1,0.955152345087299,10.63,0,0,0,0,0,0,0,0,90,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,27
"2022-usopen-2101",2022,1,1,3,"Iga Swiatek","Jasmine Paolini",2,2,2,"BC","CTL",5,24.708,28.947,"0","40","40-0",0,1,0.880862718247176,3.28,0,0,0,0,0,0,0,0,83,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,59
"2022-usopen-2101",2022,1,1,4,"Iga Swiatek","Jasmine Paolini",1,2,1,"W","CTL",6,17.564,24.09,"15","40","40-15",0,0,0.986990756590209,9.87,0,0,0,0,0,0,0,0,93,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,98
"2022-usopen-2101",2022,1,1,5,"Iga Swiatek","Jasmine Paolini",1,1,2,"BC","NCTL",7,21.702,18.231,"0","0","0-0",2,0,1.07317073170732,26.12,0,0,0,1,0,0,0,0,99,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,128
"2022-usopen-2101",2022,1,2,6,"Iga Swiatek","Jasmine Paolini",1,1,1,"W","CTL",1,0.783,0.507,"15","0","15-0",0,1,1.0189701897019,18.7,0,0,0,1,1,0,0,0,94,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,203
"2022-usopen-2101",2022,1,2,7,"Iga Swiatek","Jasmine Paolini",2,1,1,"B","NCTL",5,16.756,18.419,"30","0","30-0",0,1,0.856368563685637,10.63,0,0,0,1,0,0,0,0,79,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,225
"2022-usopen-2101",2022,1,2,8,"Iga Swiatek","Jasmine Paolini",1,1,1,"W","NCTL",1,5.4,5.666,"40","0","40-0",0,1,1.07317073170732,3.28,0,0,0,1,0,0,0,0,99,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,270
"2022-usopen-2101",2022,1,2,9,"Iga Swiatek","Jasmine Paolini",1,2,1,"BC","CTL",3,15.972,14.62,"0","0","0-0",1,0,1.13557001027046,26.12,0,0,1,1,0,0,0,0,107,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,294
"2022-usopen-2101",2022,1,3,10,"Iga Swiatek","Jasmine Paolini",1,2,1,"C","NCTL",8,22.354,28.835,"15","0","0-15",0,0,0.742896268401232,36.5,0,0,1,1,0,0,0,0,70,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,329
"2022-usopen-2101",2022,1,3,11,"Iga Swiatek","Jasmine Paolini",2,2,1,"BW","NCTL",4,17.216,21.537,"30","0","0-30",0,0,0.795960287572749,39.94,0,0,1,1,0,0,0,0,75,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,360
"2022-usopen-2101",2022,1,3,12,"Iga Swiatek","Jasmine Paolini",2,2,1,"C","NCTL",2,6.992,7.53,"40","0","0-40",0,0,0.880862718247176,27.39,0,0,1,1,0,0,0,0,83,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.342996149067697,398
"2022-usopen-2101",2022,1,3,13,"Iga Swiatek","Jasmine Paolini",1,1,1,"C","NCTL",4,13.603,12.48,"0","0","0-0",1,1,0.943089430894309,26.12,1,0,2,1,0,0,0,0,87,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,436
"2022-usopen-2101",2022,1,4,14,"Iga Swiatek","Jasmine Paolini",2,1,2,"C","NCTL",2,4.105,3.917,"0","15","0-15",0,0,0.888888888888889,36.5,0,0,2,1,0,0,0,0,82,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,554
"2022-usopen-2101",2022,1,4,15,"Iga Swiatek","Jasmine Paolini",1,1,1,"BC","NCTL",7,20.676,22.576,"15","15","15-15",0,1,1.09485094850949,32.48,0,0,2,1,0,0,0,0,101,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,592
"2022-usopen-2101",2022,1,4,16,"Iga Swiatek","Jasmine Paolini",2,1,2,"BC","NCTL",4,10.577,11.643,"15","30","15-30",0,0,0.932249322493225,46.26,0,0,2,1,0,0,0,0,86,"swiatek i.","paolini j.",1612.91073742048,1500,9.28472065996099,8.63475,0.657003850932303,627
