"ServerName","serve_efficiency","avg_speed","sd_speed","location_entropy","modal_locationWB_DNCTL","modal_locationWBC_DNCTL","modal_locationWBW_DNCTL","modal_locationWC_DNCTL","modal_locationWW_DCTL","overperf_lm","overperf_rf","overperf_xgb","pred_lm","pred_rf","pred_xgb","rf_weighted_baseline"
"ajla tomljanovic",0.376865671641791,0.435605736416257,0.290685380620956,0.463718811275478,-0.133043230767795,-0.254650144668527,-0.486860143562583,0.789340005390754,-0.357188761039146,-0.00810434350543987,-0.024733811019591,-0.0300668909478544,0.384970015147231,0.401599482661382,0.406932562589645,0.267017347870393
"aliaksandra sasnovich",0.387096774193548,-0.880630371285906,-0.559443284654763,0.566112524301949,-0.133043230767795,-0.254650144668527,-0.486860143562583,-1.25576819039438,2.77508191268875,0.0195000389630052,0.0408975196489064,0.0426294024913542,0.367596735230543,0.346199254544642,0.344467371702194,-0.453869676351254
"alison van uytvanck",0.351063829787234,1.16305024976885,-1.28236694502641,-0.90271325893727,-0.133043230767795,-0.254650144668527,-0.486860143562583,0.789340005390754,-0.357188761039146,-0.0861284343563105,-0.0492360993822618,-0.0365284858865941,0.437192264143545,0.400299929169496,0.387592315673828,0.566178777222515
"alize cornet",0.344370860927152,-0.507068453357604,-0.408311219556738,0.491923852945779,-0.133043230767795,-0.254650144668527,2.03596060035262,-1.25576819039438,-0.357188761039146,-0.0134616339322831,-0.0395563882983574,-0.00202734363789592,0.357832494859435,0.38392724922551,0.346398204565048,-0.268096014879592
"amanda anisimova",0.394594594594595,0.0748225264967925,-0.467718098928625,-0.0638378067369825,-0.133043230767795,-0.254650144668527,-0.486860143562583,0.789340005390754,-0.357188761039146,0.00454516433196545,0.012108763166465,0.0227013376918999,0.390049430262629,0.38248583142813,0.371893256902695,0.00276591693892816
"anastasia pavlyuchenkova",0.34020618556701,-0.330632807651936,-0.37680246396665,-0.450643168359314,-0.133043230767795,-0.254650144668527,-0.486860143562583,0.789340005390754,-0.357188761039146,-0.0312249244520215,-0.038653518574707,0.0156057572241911,0.371431110019032,0.378859704141717,0.324600428342819,-0.274392098863825
"anastasia potapova",0.255813953488372,-0.0486620292664012,1.57225922492063,0.260227144402405,-0.133043230767795,-0.254650144668527,-0.486860143562583,0.789340005390754,-0.357188761039146,-0.123726054123528,-0.135160184155687,-0.147849949986436,0.3795400076119,0.390974137644059,0.403663903474808,-0.0391609894309887
"anastasija sevastova",0.384615384615385,-0.399567201051145,0.530937849276474,1.04162578410406,-0.133043230767795,-0.254650144668527,-0.486860143562583,0.789340005390754,-0.357188761039146,0.0368034051638435,0.0169442628459462,0.00676363018842846,0.347811979451541,0.367671121769438,0.377851754426956,-0.171716117737171
"andrea petkovic",0.5,-0.581030188938373,-1.19283162327898,0.50105546975744,-0.133043230767795,-0.254650144668527,2.03596060035262,-1.25576819039438,-0.357188761039146,0.148370161996191,0.144635142906558,0.157717227935791,0.351629838003809,0.355364857093442,0.342282772064209,-0.31099225616942
"anett kontaveit",0.434782608695652,-0.618566011202265,-0.152168792605921,0.0822545432853202,-0.133043230767795,-0.254650144668527,2.03596060035262,-1.25576819039438,-0.357188761039146,0.0875126918795182,0.0621572836994174,0.0204053961712381,0.347269916816134,0.372625324996235,0.414377212524414,-0.373473579160487
