"ServerName...1","serve_score_rf","serve_score_rf_weighted","ServerName...4","avg_speed","sd_speed","ace_pct","location_entropy","win_rate","n_serves"
"jenson brooksby",0.494483193928381,0.0186661680707039,"jenson brooksby",85.7142857142857,7.0995902124467,0,2.12188298381944,0.547619047619048,42
"jiri lehecka",0.461232758140494,0.242006360815354,"jiri lehecka",100.222222222222,6.6951474965082,0,2.48816413773493,0.469135802469136,81
"john isner",0.427478651403369,0.773944315555906,"john isner",108.45045045045,11.622657135361,0.045045045045045,2.94093331892291,0.369369369369369,111
"john millman",0.425768508039678,0.112995973197997,"john millman",88.55,8.08274515438717,0,2.39411506471996,0.375,40
"jordan thompson",0.431892970094381,0.208349121347347,"jordan thompson",93.4161849710983,8.06803723936741,0,2.58714986691165,0.404624277456647,173
"juncheng shang",0.50161968141516,0.297147298745092,"juncheng shang",96.7407407407407,6.99915139110931,0,2.75831236880778,0.555555555555556,54
"karen khachanov",0.479051941312645,0.226556194932993,"karen khachanov",100.359375,5.62717586962737,0,2.39775437390469,0.515625,128
"kei nishikori",0.474746174357845,0.164227799292074,"kei nishikori",88.7352941176471,6.43997376020163,0,2.4976065927706,0.5,34
"kevin anderson",0.38814785118382,0.518737371642319,"kevin anderson",107.379310344828,9.49967590839456,0.0344827586206897,2.35986127189052,0.344827586206897,29
"laslo djere",0.461758548432846,0.247273006849232,"laslo djere",98.1860465116279,10.88523642798,0,2.69942505049168,0.441860465116279,43
"liam broady",0.465568696311777,0.0873995420292437,"liam broady",82.7974683544304,6.37177217798065,0,2.38656129289596,0.443037974683544,79
"lorenzo musetti",0.464540678253999,0.230052827116006,"lorenzo musetti",94.4015748031496,7.95050147417059,0,2.62995930001728,0.480314960629921,127
"lorenzo sonego",0.470090208666397,0.195589586698017,"lorenzo sonego",96.5411764705882,6.75692403457103,0,2.42687121747393,0.435294117647059,85
"lucas pouille",0.463828254136996,0.438447044448802,"lucas pouille",97.88,5.48333281640921,0.02,2.58265279579385,0.46,50
"marcos giron",0.418870450017145,0.157691042045606,"marcos giron",91.0357142857143,7.31554480317056,0,2.4532068163114,0.357142857142857,28
"marin cilic",0.435725925887166,0.42167436964218,"marin cilic",96.4861111111111,6.88741055115466,0.0277777777777778,2.39572982509929,0.458333333333333,72
"marton fucsovics",0.495642355366353,0.352916626818547,"marton fucsovics",96.4344262295082,7.25943428162179,0.00409836065573771,2.84144575938596,0.495901639344262,244
"matteo berrettini",0.454836726477534,0.370192386714981,"matteo berrettini",104.930337078652,7.31942381449607,0.00674157303370787,2.6271753324233,0.458426966292135,445
"mattia bellucci",0.515775864394261,0.458985694350051,"mattia bellucci",101.083333333333,7.18353028424275,0.0166666666666667,2.7252428865659,0.533333333333333,60
"maxime cressy",0.525284306619829,0.785593031482585,"maxime cressy",113.793650793651,11.2925306889093,0.0476190476190476,2.77068701595342,0.603174603174603,63
"maximilian marterer",0.43309877903622,0.310633767365162,"maximilian marterer",102.741935483871,6.89911947007483,0,2.65763342651879,0.387096774193548,31
"mikael ymer",0.494236682453408,0.357752359341281,"mikael ymer",96.9583333333333,4.8469559989895,0,2.87347159686637,0.53125,96
"miomir kecmanovic",0.435547091449332,0.173077586221892,"miomir kecmanovic",98.4210526315789,6.42802838140751,0,2.29866878199015,0.350877192982456,57
"nick kyrgios",0.414840521561367,0.5656642234089,"nick kyrgios",105.103703703704,10.4032673355459,0.037037037037037,2.52573375581471,0.392592592592593,135
"nicolas jarry",0.378761932089044,0.252202603270903,"nicolas jarry",104.617021276596,7.93603008707853,0,2.4614240625347,0.297872340425532,47
"nikoloz basilashvili",0.500773783126698,0.203446909349151,"nikoloz basilashvili",96.5,6.557438524302,0,2.44620978463647,0.583333333333333,36
"novak djokovic",0.515072996424736,0.281325499091776,"novak djokovic",94.9700272479564,9.40735979328384,0.00272479564032698,2.75782064418003,0.535422343324251,734
"oscar otte",0.380286356824962,0.436180902882365,"oscar otte",103.193548387097,7.99758027922075,0,3.09050477777986,0.290322580645161,31
"pablo andujar",0.454088400159569,0.125228657520779,"pablo andujar",93.8260869565217,4.55922814353725,0,2.18666604467204,0.434782608695652,23
"pedro cachin",0.409152402911356,0.174942095097367,"pedro cachin",91.8965517241379,5.22593004426831,0,2.41560439432376,0.344827586206897,29
"pedro martinez",0.470311809746398,0.224303982431109,"pedro martinez",90.8648648648649,5.86917726451589,0,2.62153928896789,0.486486486486487,74
"philipp kohlschreiber",0.44334292719105,0.264506203159369,"philipp kohlschreiber",94.2745098039216,6.75004720390176,0,2.70211106427643,0.411764705882353,51
"quentin halys",0.464671024925292,0.683791589367131,"quentin halys",104.235294117647,7.0269824940821,0.0326797385620915,2.92934427546627,0.483660130718954,153
"rafael nadal",0.497324889432298,0.218674661135562,"rafael nadal",97.5,5.92669794261476,0,2.44983623344756,0.56547619047619,168
"ricardas berankis",0.448637801814207,0.145244834692678,"ricardas berankis",93.3888888888889,4.78257418897145,0,2.2693032128987,0.444444444444444,36
"richard gasquet",0.479441239856768,0.200242777783104,"richard gasquet",96.1780821917808,6.12450103580652,0,2.42827903760488,0.493150684931507,73
"roberto bautista agut",0.463963377316322,0.250026434948423,"roberto bautista agut",93.3095238095238,5.86714824863226,0,2.64714267810783,0.484126984126984,126
"roberto carballes baena",0.509405562156706,0.393120348250667,"roberto carballes baena",98.0641025641026,7.02193177177946,0.0128205128205128,2.68399368782911,0.525641025641026,78
"roger federer",0.467186213802802,0.252251004091362,"roger federer",95.268115942029,5.79773408427868,0,2.60597518447984,0.492753623188406,138
"roman safiullin",0.534543325684049,0.418953534484579,"roman safiullin",101.25,7.24842621123251,0.015625,2.62319198715719,0.578125,64
"salvatore caruso",0.504141838059227,0.128162697940594,"salvatore caruso",96.4130434782609,4.94222661001439,0,2.14887773294592,0.565217391304348,46
"sam querrey",0.440710145874733,0.433098694934532,"sam querrey",99.6,11.0518591080229,0.025,2.58186252422124,0.425,40
"sebastian korda",0.501433550073251,0.344255976141853,"sebastian korda",96.1685393258427,5.73314913276722,0.0112359550561798,2.56943301449756,0.528089887640449,89
"stan wawrinka",0.482928558610286,0.316098262963169,"stan wawrinka",96.7134831460674,5.94531940499398,0,2.78323749976091,0.48314606741573,178
"stefanos tsitsipas",0.484129357592955,0.391340251140511,"stefanos tsitsipas",98.4864048338369,7.07292936221518,0.00906344410876133,2.77379243072184,0.459214501510574,331
"steve johnson",0.423981111332156,0.239932430672692,"steve johnson",100.081081081081,6.1118208706043,0,2.4643822462966,0.324324324324324,37
"tallon griekspoor",0.488105768157201,0.279579396775464,"tallon griekspoor",102.242424242424,5.39114031902286,0,2.51641902837173,0.545454545454545,33
"taro daniel",0.467522527820865,0.147131029474258,"taro daniel",94.0196078431373,6.03817918276174,0,2.30451241682532,0.509803921568627,51
"taylor fritz",0.507122540181268,0.268665787237933,"taylor fritz",98.1786600496278,8.3825120726324,0.00248138957816377,2.61262995232035,0.516129032258065,403
"tennys sandgren",0.457552492620949,0.274126922813579,"tennys sandgren",98.8965517241379,6.25839337887361,0,2.60759737689171,0.448275862068966,29
"thanasi kokkinakis",0.392280322135686,0.430934463186523,"thanasi kokkinakis",95.6071428571429,6.99385595819796,0.0357142857142857,2.23096329750697,0.357142857142857,28
"thiago seyboth wild",0.482920825365104,0.359293846755025,"thiago seyboth wild",100.363636363636,7.40277896223009,0,2.88799231757875,0.484848484848485,33
"tim van rijthoven",0.472609481277199,0.734828862595249,"tim van rijthoven",107.854838709677,10.7883464361327,0.0483870967741935,2.70731593396163,0.467741935483871,62
"tommy paul",0.498539574079811,0.261652482571323,"tommy paul",92.4,6.42313731079959,0.00784313725490196,2.50902294605767,0.541176470588235,255
"ugo humbert",0.496505531651785,0.304097623787543,"ugo humbert",94.8,4.91213808123311,0.00526315789473684,2.60803604575266,0.510526315789474,190
"yannick hanfmann",0.505290188971065,0.387991194572621,"yannick hanfmann",97.6,9.45856261699742,0.0166666666666667,2.65742227147488,0.516666666666667,60
"yibing wu",0.430970326132587,0.243013971877269,"yibing wu",95.025,5.97210395430502,0,2.58797193398008,0.35,40
"yoshihito nishioka",0.504346754638432,0.153332238229186,"yoshihito nishioka",89.4,13.9886400797952,0,2.71085989460697,0.55,40
"yosuke watanuki",0.473708604421505,0.617099540971154,"yosuke watanuki",100.510638297872,5.72132677081998,0.0425531914893617,2.48342827096781,0.51063829787234,47
